#TSV
#============Begin of sheet============
@Sheet=时装武器
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	物品过期Tag	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	宠物类型需求	性别需求	近远程类型	攻击力	回旋镖物理攻击系数	防御力	生命力	会心等级	行动力	观察力	负荷力	最大斩味值	红色斩味数值	橙色斩味数值	黄色斩味数值	绿色斩味数值	蓝色斩味数值	白色斩味数值	紫色斩味数值	铜色斩味数值	银色斩味数值	金色斩味数值	水属性攻击力	火属性攻击力	雷属性攻击力	龙属性攻击力	冰属性攻击力	毒附加	眠附加	麻附加	爆破附加	水耐性	火耐性	雷耐性	龙耐性	冰耐性	附加属性基因1ID	附加属性基因2ID	附加属性基因3ID	附加属性基因4ID	附加属性基因5ID	附加属性基因6ID	可否被偷窃	装备被动技1ID	值1	装备被动技2ID	值2	装备被动技3ID	值3	装备被动技4ID	值4	装备被动技5ID	值5	装备被动技6ID	值6	排序参数	商城索引ID	解绑道具	解绑道具数量
92028	火枪喵剑	艾露永久时装<BR>主人，你把我的靴子藏到哪里去了喵？！堂堂火枪喵怎么能没有靴子？	1	4	ep_p_ma_015_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701061	701061	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92029	金蝉童子法槌	艾露7天时装<BR>仿照金蝉子衣饰打造的金蝉童子套装，给艾露猫穿上后，连带主人也倍有得道高人风范。（小心不要被怪物叼走哦）	1	4	ep_p_ma_022_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701071	701071	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92030	金蝉童子法槌	艾露30天时装<BR>仿照金蝉子衣饰打造的金蝉童子套装，给艾露猫穿上后，连带主人也倍有得道高人风范。（小心不要被怪物叼走哦）	1	4	ep_p_ma_022_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701071	701071	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92031	金蝉童子法槌	艾露365天时装<BR>仿照金蝉子衣饰打造的金蝉童子套装，给艾露猫穿上后，连带主人也倍有得道高人风范。（小心不要被怪物叼走哦）	1	4	ep_p_ma_022_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701071	701071	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92032	金蝉童子法槌	艾露永久时装<BR>仿照金蝉子衣饰打造的金蝉童子套装，给艾露猫穿上后，连带主人也倍有得道高人风范。（小心不要被怪物叼走哦）	1	4	ep_p_ma_022_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701071	701071	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92033	骸骨喵武器	艾露7天时装<BR>使用各种骸骨打造的艾露猫专用服饰，谁能想到如此惊悚的面具之下，会是如此可爱的喵？	1	4	ep_p_ma_011_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701081	701081	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92034	骸骨喵武器	艾露30天时装<BR>使用各种骸骨打造的艾露猫专用服饰，谁能想到如此惊悚的面具之下，会是如此可爱的喵？	1	4	ep_p_ma_011_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701081	701081	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92035	骸骨喵武器	艾露365天时装<BR>使用各种骸骨打造的艾露猫专用服饰，谁能想到如此惊悚的面具之下，会是如此可爱的喵？	1	4	ep_p_ma_011_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701081	701081	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92036	骸骨喵武器	艾露永久时装<BR>使用各种骸骨打造的艾露猫专用服饰，谁能想到如此惊悚的面具之下，会是如此可爱的喵？	1	4	ep_p_ma_011_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701081	701081	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92037	绅士喵武器·QQ会员	艾露7天时装<BR>根据拥有无敌人气的鸟型生物打造的QQ会员专属艾露猫。QQ会员专属艾露服饰。	1	4	ep_p_ma_010_u01_2	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701091	701091	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92038	绅士喵武器·QQ会员	艾露30天时装<BR>根据拥有无敌人气的鸟型生物打造的QQ会员专属艾露猫。QQ会员专属艾露服饰。	1	4	ep_p_ma_010_u01_2	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701091	701091	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92039	绅士喵武器·QQ会员	艾露365天时装<BR>根据拥有无敌人气的鸟型生物打造的QQ会员专属艾露猫。QQ会员专属艾露服饰。	1	4	ep_p_ma_010_u01_2	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701091	701091	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92040	绅士喵武器·QQ会员	艾露永久时装<BR>根据拥有无敌人气的鸟型生物打造的QQ会员专属艾露猫。QQ会员专属艾露服饰。	1	4	ep_p_ma_010_u01_2	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701091	701091	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92041	炫酷喵武器·心悦	艾露7天时装<BR>城会玩，最任性，我是心悦专属的炫酷喵。心悦员专属艾露服饰。	1	4	ep_p_ma_010_u02_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701101	701101	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92042	炫酷喵武器·心悦	艾露30天时装<BR>城会玩，最任性，我是心悦专属的炫酷喵。心悦员专属艾露服饰。	1	4	ep_p_ma_010_u02_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701101	701101	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92043	炫酷喵武器·心悦	艾露365天时装<BR>城会玩，最任性，我是心悦专属的炫酷喵。心悦员专属艾露服饰。	1	4	ep_p_ma_010_u02_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701101	701101	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92044	炫酷喵武器·心悦	艾露永久时装<BR>城会玩，最任性，我是心悦专属的炫酷喵。心悦员专属艾露服饰。	1	4	ep_p_ma_010_u02_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701101	701101	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92045	围脖喵武器·TGP	艾露7天时装<BR>我是最萌最有文艺范儿的TGP专属艾路猫。TGP用户专属艾露服饰	1	4	ep_p_ma_016_u01_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701111	701111	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92046	围脖喵武器·TGP	艾露30天时装<BR>我是最萌最有文艺范儿的TGP专属艾路猫。TGP用户专属艾露服饰	1	4	ep_p_ma_016_u01_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	2592000		701111	701111	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92047	围脖喵武器·TGP	艾露365天时装<BR>我是最萌最有文艺范儿的TGP专属艾路猫。TGP用户专属艾露服饰	1	4	ep_p_ma_016_u01_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	31536000		701111	701111	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92048	围脖喵武器·TGP	艾露永久时装<BR>我是最萌最有文艺范儿的TGP专属艾路猫。TGP用户专属艾露服饰	1	4	ep_p_ma_016_u01_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	92000	0		701111	701111	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
92049	潮范喵武器·MHO豪蓝	艾露7天时装<BR>我是最潮最有时尚范儿的豪蓝专属艾路猫。MHO豪蓝用户专属艾露服饰	1	4	ep_p_ma_016_u02_3	1	4	4	3	3	2	0	0	1	0	0	1000	0	1	0	604800		701121	701121	1	0	0	0	0	0	0	0	0	0	0	1	战斗宠物			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				
