#TSV
#============Begin of sheet============
@Sheet=物品等级提升
升级消耗规则	Pre等级	After等级	需求人物等级	需求猎人星级	需求强化等级	升级代币ID	升级代币抵扣金额	升级代币使用上限	需求金钱	是否必须使用非绑定金	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	需求类型素材ID1	所需总价值1	需求类型素材ID2	所需总价值2	需求类型素材ID3	所需总价值3	需求类型素材ID4	所需总价值4	需求类型素材ID5	所需总价值5	需求类型素材ID6	所需总价值6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
1532	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1532	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1532	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1532	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1532	105	106	106	1	0	21451	2000	1	4000	0	22664	2	22779	1	21053	2	21482	1	22771	1			56	50	5	100									21474	5	10	21474	10	10												
1532	106	107	107	1	0	21451	2000	1	4000	0	22664	2	22779	1	21062	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
1532	107	108	108	1	0	21451	2000	1	4000	0	22664	2	22771	1	21053	2	21482	1	22779	1			5	200											21474	20	10															
1532	108	109	109	1	0	21451	2000	1	4000	0	22664	2	22771	1	21062	2	21482	1	22779	1			58	100	5	100									21474	10	10	21474	10	10												
1532	109	110	110	1	0	21451	2000	2	8000	0	22664	8	22779	5	21062	7	21482	2	22771	5																																
1532	110	111	111	1	0	21451	2000	1	4000	0	22664	2	22973	1	21053	2	21482	1	22988	1			56	50	5	100									21474	5	10	21474	10	10												
1532	111	112	112	1	0	21451	2000	1	4000	0	22664	2	22973	1	21062	2	21482	1	22988	1			169	100	5	100									21474	5	10	21474	10	10												
1532	112	113	113	1	0	21451	2000	1	4000	0	22664	2	22988	1	21053	2	21482	1	22973	1			5	200											21474	20	10															
1532	113	114	114	1	0	21451	2000	1	4000	0	22664	2	22988	1	21062	2	21482	1	22973	1			55	100	5	100									21474	10	10	21474	10	10												
1535	65	66	66	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1535	66	67	67	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1535	67	68	68	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1535	68	69	69	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1535	69	70	70	1	0	21451	2000	2	8000	0													5	100											21474	10	10															
1535	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1535	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1535	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1535	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1535	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1535	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1535	105	106	106	1	0	21451	2000	1	4000	0	22896	2	22779	1	21053	2	21482	1	22771	1			53	100	5	100									21474	10	10	21474	10	10												
1535	106	107	107	1	0	21451	2000	1	4000	0	22896	2	22779	1	21062	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
1535	107	108	108	1	0	21451	2000	1	4000	0	22896	2	22771	1	21053	2	21482	1	22779	1			5	200											21474	20	10															
1535	108	109	109	1	0	21451	2000	1	4000	0	22896	2	22771	1	21062	2	21482	1	22779	1			58	100	5	100									21474	10	10	21474	10	10												
1540	65	66	66	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1540	66	67	67	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1540	67	68	68	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1540	68	69	69	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1540	69	70	70	1	0	21451	2000	2	8000	0													5	100											21474	10	10															
1540	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1540	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1540	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1540	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1540	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1540	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1540	105	106	106	1	0	21451	2000	1	4000	0	22903	2	22779	1	21053	2	21482	1	22771	1			51	100	5	100									21474	10	10	21474	10	10												
1540	106	107	107	1	0	21451	2000	1	4000	0	22903	2	22779	1	21062	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
1540	107	108	108	1	0	21451	2000	1	4000	0	22903	2	22771	1	21053	2	21482	1	22779	1			5	200											21474	20	10															
1540	108	109	109	1	0	21451	2000	1	4000	0	22903	2	22771	1	21062	2	21482	1	22779	1			58	100	5	100									21474	10	10	21474	10	10												
1540	109	110	110	1	0	21451	2000	2	8000	0	22903	8	22779	5	21053	7	21482	2	22771	5																																
1540	110	111	111	1	0	21451	2000	1	4000	0	22903	2	22973	1	21053	2	21482	1	22988	1			51	100	5	100									21474	10	10	21474	10	10												
1540	111	112	112	1	0	21451	2000	1	4000	0	22903	2	22973	1	21062	2	21482	1	22988	1			169	100	5	100									21474	5	10	21474	10	10												
1540	112	113	113	1	0	21451	2000	1	4000	0	22903	2	22988	1	21053	2	21482	1	22973	1			5	200											21474	20	10															
1540	113	114	114	1	0	21451	2000	1	4000	0	22903	2	22988	1	21062	2	21482	1	22973	1			55	100	5	100									21474	10	10	21474	10	10												
1540	114	115	115	1	0	21451	2000	2	8000	0	22903	8	22973	5	21053	7	21482	2	22988	5																																
1540	115	116	116	1	0	21451	2000	1	4000	0	22903	2	22980	1	21053	2	21482	1	22997	1			51	100	5	100									21474	10	10	21474	10	10												
1540	116	117	117	1	0	21451	2000	1	4000	0	22903	2	22980	1	21062	2	21482	1	22997	1			172	50	5	100									21474	2	10	21474	10	10												
1540	117	118	118	1	0	21451	2000	1	4000	0	22903	2	22997	1	21053	2	21482	1	22980	1			5	200											21474	20	10															
1540	118	119	119	1	0	21451	2000	1	4000	0	22903	2	22997	1	21062	2	21482	1	22980	1			59	100	5	100									21474	10	10	21474	10	10												
1540	119	120	120	1	0	21451	2000	2	8000	0	22903	8	22980	5	21053	7	21482	2	22997	5																																
1541	65	66	66	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1541	66	67	67	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1541	67	68	68	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1541	68	69	69	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1541	69	70	70	1	0	21451	2000	2	8000	0													5	100											21474	10	10															
1541	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1541	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1541	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1541	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1542	65	66	66	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1542	66	67	67	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1542	67	68	68	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1542	68	69	69	1	0	21451	2000	1	4000	0													5	30											21474	3	10															
1542	69	70	70	1	0	21451	2000	2	8000	0													5	100											21474	10	10															
1542	70	71	71	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1542	71	72	72	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1542	72	73	73	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1542	73	74	74	1	0	21451	2000	1	4000	0													5	100											21474	10	10															
1542	74	75	75	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1542	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1542	105	106	106	1	0	21451	2000	1	4000	0	22926	2	22779	1	21053	2	21482	1	22771	1			55	100	5	100									21474	10	10	21474	10	10												
1542	106	107	107	1	0	21451	2000	1	4000	0	22926	2	22779	1	21062	2	21482	1	22771	1			168	100	5	100									21474	5	10	21474	10	10												
1542	107	108	108	1	0	21451	2000	1	4000	0	22926	2	22771	1	21053	2	21482	1	22779	1			5	200											21474	20	10															
1542	108	109	109	1	0	21451	2000	1	4000	0	22926	2	22771	1	21062	2	21482	1	22779	1			58	100	5	100									21474	10	10	21474	10	10												
1542	109	110	110	1	0	21451	2000	2	8000	0	22926	8	22779	5	21053	7	21482	2	22771	5																																
1542	110	111	111	1	0	21451	2000	1	4000	0	22926	2	22973	1	21053	2	21482	1	22988	1			55	100	5	100									21474	10	10	21474	10	10												
1542	111	112	112	1	0	21451	2000	1	4000	0	22926	2	22973	1	21062	2	21482	1	22988	1			169	100	5	100									21474	5	10	21474	10	10												
1542	112	113	113	1	0	21451	2000	1	4000	0	22926	2	22988	1	21053	2	21482	1	22973	1			5	200											21474	20	10															
1542	113	114	114	1	0	21451	2000	1	4000	0	22926	2	22988	1	21062	2	21482	1	22973	1			55	100	5	100									21474	10	10	21474	10	10												
1542	114	115	115	1	0	21451	2000	2	8000	0	22926	8	22973	5	21053	7	21482	2	22988	5																																
1542	115	116	116	1	0	21451	2000	1	4000	0	22926	2	22980	1	21053	2	21482	1	22997	1			55	100	5	100									21474	10	10	21474	10	10												
1542	116	117	117	1	0	21451	2000	1	4000	0	22926	2	22980	1	21062	2	21482	1	22997	1			172	50	5	100									21474	2	10	21474	10	10												
1542	117	118	118	1	0	21451	2000	1	4000	0	22926	2	22997	1	21053	2	21482	1	22980	1			5	200											21474	20	10															
1542	118	119	119	1	0	21451	2000	1	4000	0	22926	2	22997	1	21062	2	21482	1	22980	1			59	100	5	100									21474	10	10	21474	10	10												
1542	119	120	120	1	0	21451	2000	2	8000	0	22926	8	22980	5	21053	7	21482	2	22997	5																																
1543	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1543	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	97	98	98	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	98	99	99	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	99	100	100	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1543	100	101	101	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	101	102	102	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	102	103	103	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	103	104	104	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1543	104	105	105	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1543	105	106	106	1	0	21451	2000	1	4000	0	22680	2	22771	1	21053	2	21482	1	22779	1			56	50	5	100									21474	5	10	21474	10	10												
1543	106	107	107	1	0	21451	2000	1	4000	0	22680	2	22771	1	21062	2	21482	1	22779	1			167	100	5	100									21474	5	10	21474	10	10												
1543	107	108	108	1	0	21451	2000	1	4000	0	22680	2	22779	1	21053	2	21482	1	22771	1			5	200											21474	20	10															
1543	108	109	109	1	0	21451	2000	1	4000	0	22680	2	22779	1	21062	2	21482	1	22771	1			53	100	5	100									21474	10	10	21474	10	10												
1543	109	110	110	1	0	21451	2000	2	8000	0	22680	8	22771	5	21062	7	21482	2	22779	5																																
1543	110	111	111	1	0	21451	2000	1	4000	0	22680	2	22988	1	21053	2	21482	1	22973	1			56	50	5	100									21474	5	10	21474	10	10												
1543	111	112	112	1	0	21451	2000	1	4000	0	22680	2	22988	1	21062	2	21482	1	22973	1			170	100	5	100									21474	5	10	21474	10	10												
1543	112	113	113	1	0	21451	2000	1	4000	0	22680	2	22973	1	21053	2	21482	1	22988	1			5	200											21474	20	10															
1543	113	114	114	1	0	21451	2000	1	4000	0	22680	2	22973	1	21062	2	21482	1	22988	1			56	50	5	100									21474	5	10	21474	10	10												
1543	114	115	115	1	0	21451	2000	2	8000	0	22680	8	22988	5	21062	7	21482	2	22973	5																																
1543	115	116	116	1	0	21451	2000	1	4000	0	22680	2	22997	1	21053	2	21482	1	22980	1			56	50	5	100									21474	5	10	21474	10	10												
1543	116	117	117	1	0	21451	2000	1	4000	0	22680	2	22997	1	21062	2	21482	1	22980	1			171	100	5	100									21474	5	10	21474	10	10												
1543	117	118	118	1	0	21451	2000	1	4000	0	22680	2	22980	1	21053	2	21482	1	22997	1			5	200											21474	20	10															
1543	118	119	119	1	0	21451	2000	1	4000	0	22680	2	22980	1	21062	2	21482	1	22997	1			56	50	5	100									21474	5	10	21474	10	10												
1543	119	120	120	1	0	21451	2000	2	8000	0	22680	8	22997	5	21062	7	21482	2	22980	5																																
1528	75	76	76	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	76	77	77	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	77	78	78	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	78	79	79	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	79	80	80	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1528	80	81	81	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	81	82	82	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	82	83	83	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	83	84	84	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	84	85	85	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1528	85	86	86	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	86	87	87	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	87	88	88	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	88	89	89	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	89	90	90	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1528	90	91	91	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	91	92	92	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	92	93	93	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	93	94	94	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	94	95	95	1	0	21451	2000	2	8000	0													5	200											21474	20	10															
1528	95	96	96	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
1528	96	97	97	1	0	21451	2000	1	4000	0													5	200											21474	20	10															
