#TSV
#============Begin of sheet============
@Sheet=AbnormalState
MonsterID	Name	PoisonTol	Poison	PoisonAdd	PoisonMax	PoisonWeaken	PoisonBuff	PoisonDmg	PoisonCount	PoisonWeakenScale	ParalysisTol	Paralysis	ParalysisAdd	ParalysisMax	ParalysisWeaken	ParalysisBuff	ParalysisCount	ParalysisWeakenScale	SleepTol	Sleep	SleepAdd	SleepMax	SleepWeaken	SleepBuff	SleepCount	SleepWeakenScale	DynamiteTol	Dynamite	DynamiteAdd	DynamiteMax	DynamiteWeaken	DynamiteBuff	DynamiteDmg	DynamiteCount	DynamiteWeakenScale	StunTol	Stun	StunAdd	StunMax	StunWeaken	StunBuff	StunCount	StunWeakenScale	TrapTol	TrapTimeLower	TrapCount	TrapWeakenScale	ParaTrapTol	ParaTrapTimeLower	ParaTrapCount	ParaTrapWeakenScale	AdvTrapTol	AdvTrapTimeLower	AdvTrapCount	AdvTrapWeakenScale	FlareTol	FlareTimeLower	FlareCount	FlareWeakenScale	SonicTol	SonicWeakenScale	SonicTimeLower	FalldownTol	FalldownWeakenScale	FalldownTimeLower	AnesthesiaCount	Anesthesia	AnesthesiaWeakenScale
50123	普通肉质食草龙	100	20	20	100	5	20000138	15	3	90	100	1200	1200	8000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	1200	1000	10000	5	70007	3	95	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
50124	坚硬肉质食草龙	100	20	20	100	5	20000138	15	3	90	100	1200	1200	8000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	1200	1000	10000	5	70007	3	95	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
50125	[配信Raid]商团草食龙	100	20	20	100	5	20000138	5	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	95			3				3				3		100	4000	3	90					70	3000	300	150	1
50130	龟壳龙	100	20	20	100	5	20000138	5	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	95			3				3				3		100	4000	3	90					70	3000	300	150	1
50150	蚊子	100	20	20	100	5	11002	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	1200	500	10000	5	70007	3	95			3				3				3			4000	3	90					70	3000	300	150	1
50151	蚊子	100	20	20	100	5	11002	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	1200	500	10000	5	70007	3	95			3				3				3			4000	3	90					70	3000	300	150	1
50160	雷光虫	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	1200	100	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50161	雷光虫负极	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	1200	100	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50164	火萤	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	1200	100	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50170	小盾蟹	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50171	小盾蟹	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50180	小镰蟹	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50181	小镰蟹	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50190	小沙龙	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90		90	4000		70	3000	300	150	1
50203	奇面族祭祀	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50205	爆桶奇面族	100	20	20	100	5	20000138	10	3	90	100	1200	1500	12000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	2000	3000	20000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50210	小雪狮子	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50220	小桃毛兽	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50221	小桃毛兽	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50230	蛇龙	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90	100	90	4000		70	3000	300	150	1
50231	老山蟹用蛇龙	100	20	20	100	5	20000138	15	3	90	100	1200	1500	12000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
50232	水龙关蛇龙	100	20	20	100	5	20000138	15	3	90	100	1200	1500	12000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
50233	红莲老山蟹用蛇龙	100	20	20	100	5	20000138	15	3	90	100	1200	1500	12000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
50250	盾奇面	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50251	刀奇面	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50252	箭奇面	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50253	祭司奇面	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50270	奇面王	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50280	蝴蝶	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	2000	3000	20000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50281	蝴蝶亚种	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	2000	3000	20000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50282	蝴蝶特殊种	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	2000	3000	20000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50310	小水龙	100	20	20	100	5	20000138	15	3	90	100	1200	1500	12000	5	70006	4	90	100	1200	1500	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	50	60	4000	50	70	3000	300	150	1
50340	小碎龙	100	20	20	100	5	20000138	10	3	90	100	600	900	8000	5	70006	4	90	100	600	900	8000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	50	1200	500	10000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
50350	足球	100	20	20	100	5	20000138	10	3	90	100	120000	1200	200000	1000	70006	4	90	100	4500	600	40000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	100	2000	3000	20000	5	70007	3	99			3				3				3			4000	3	90					70	3000	300	150	1
60010	河狸兽	100	1440	2880	25920	5	20000140	15	3	90	100	1600	3200	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60011	沙狸兽	100	1600	3200	28800	5	20000140	15	3	90	100	1600	3200	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60012	战鬼河狸兽	100	1440	2880	25920	5	20000138	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60014	视频用河狸兽	100	1440	2880	25920	5	20000140	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60015	河狸兽EX	100	1440	2880	25920	5	20000140	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60017	新手河狸兽	100	1440	2880	25920	5	20000140	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60020	蓝速龙王	100	1200	2400	21600	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
60022	红速龙王	100	2000	4000	36000	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
60023	三倍速红速龙王	100	2000	4000	36000	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
60024	白速龙王	100	2000	4000	36000	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
60030	大野猪王	100	1200	2400	21600	5	20000140	15	3	90	100	1600	3200	12000	5	70006	4	90	200	2400	3200	12000	5	70005	3	90	100	500	300	4100	0	20000322	63	1000	0	70	2800	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60032	任务专用大野猪王	100	1200	2400	21600	5	20000140	15	3	90	100	1600	3200	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	500	300	4100	0	20000322	63	1000	0	70	2800	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60033	刚鬣金彘	100	1200	2400	21600	5	20000140	15	3	90	100	1600	3200	12000	5	70006	4	90	200	2400	3200	12000	5	70005	3	90	100	500	300	4100	0	20000322	63	1000	0	70	2800	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60034	奇烈大野猪王	100	2000	4000	36000	5	20000138	15	3	90	50	2000	4000	24000	5	70006	4	90	100	2400	4800	12000	5	70005	3	90	100	500	300	4100	0	20000322	18	1000	0	50	5000	15000	40000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60040	大怪鸟	100	1440	2880	25920	5	20000139	15	3	90	120	1920	3840	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	700	500	6700	0	20000322	18	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60041	青怪鸟	100	1600	3200	28800	5	20000139	15	3	90	120	1920	3840	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	700	500	6700	0	20000322	18	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60042	05关青怪鸟	100	2000	4000	36000	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	700	500	6700	0	20000322	18	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60043	大怪鸟EX	100	1440	2880	25920	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1200	1600	12000	5	70005	3	90	100	700	500	6700	0	20000322	18	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60049	愚人节大怪鸟	100	1440	2880	25920	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	700	500	6700	0	20000322	18	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60050	鬼狩蛛	100	1600	3200	28800	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60051	骇狩蛛	100	2000	4000	36000	5	20000138	15	3	90	50	1200	2400	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2500	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60053	鬼狩蛛EX	100	1600	3200	28800	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60054	骇狩蛛EX	100	1600	3200	28800	5	20000138	15	3	90	50	1200	2400	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2500	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60059	NT鬼狩蛛	100	2000	4000	36000	5	20000139	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60060	黄速龙王	100	1200	2400	21600	5	20000139	15	3	90	100	2400	4800	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	1800	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	50	4000	3	90	100	90	4000	50	70	3000	300	150	1
60070	毒怪鸟	100	2000	4000	36000	5	20000138	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60071	紫毒鸟	100	2000	4000	36000	5	20000138	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60073	毒怪鸟EX	100	2000	4000	36000	5	20000138	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60079	演员毒怪鸟	100	2000	4000	36000	5	20000138	15	3	90	100	2000	4000	10000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	3000	3000	20000	5	70007	3	99	50	4000	3	60	100	5000	3	60	100	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60080	桃毛兽王	100	1440	2880	25920	5	20000140	15	3	90	100	1600	3200	12000	5	70006	4	90	200	3200	4800	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
60081	金毛兽王	100	1440	2880	25920	5	20000140	15	3	90	100	2000	4000	12000	5	70006	4	90	100	1600	2400	12000	5	70005	3	90	100	600	400	5400	0	20000322	45	1000	0	70	2000	3000	20000	5	70007	3	99	50	4000	3	60	80	5000	3	60	80	5000	3	60	100	4000	3	90	100	90	4000	50	70	3000	300	150	1
