#TSV
#============Begin of sheet============
@Sheet=怪物捕获素材表
MonsterID	LevelDIF	LevelMode	LevelMin	LevelMax	ItemID	BindType	RltvProp
60011	3	1	0	100	15118	3	100
60011	3	1	0	100	15119	3	100
60011	3	1	0	100	15120	3	100
60011	3	1	0	100	15121	3	50
60011	3	1	0	100	15122	3	50
60070	1	1	0	100	15100	3	100
60070	1	1	0	100	15101	3	100
60070	1	1	0	100	15102	3	100
60070	1	1	0	100	15103	3	50
60070	1	1	0	100	15104	3	50
60070	2	1	0	100	15100	3	100
60070	2	1	0	100	15101	3	100
60070	2	1	0	100	15102	3	100
60070	2	1	0	100	15103	3	50
60070	2	1	0	100	15104	3	50
60070	3	1	0	100	15100	3	100
60070	3	1	0	100	15101	3	100
60070	3	1	0	100	15102	3	100
60070	3	1	0	100	15103	3	50
60070	3	1	0	100	15104	3	50
60080	1	1	0	100	15136	3	100
60080	1	1	0	100	15137	3	100
60080	1	1	0	100	15138	3	100
60080	1	1	0	100	15139	3	50
60080	1	1	0	100	15140	3	50
60080	2	1	0	100	15136	3	100
60080	2	1	0	100	15137	3	100
60080	2	1	0	100	15138	3	100
60080	2	1	0	100	15139	3	50
60080	2	1	0	100	15140	3	50
60080	3	1	0	100	15136	3	100
60080	3	1	0	100	15137	3	100
60080	3	1	0	100	15138	3	100
60080	3	1	0	100	15139	3	50
60080	3	1	0	100	15140	3	50
60100	1	1	0	100	15190	3	100
60100	1	1	0	100	15191	3	100
60100	1	1	0	100	15192	3	100
60100	1	1	0	100	15193	3	50
60100	1	1	0	100	15194	3	50
60100	2	1	0	100	15190	3	100
60100	2	1	0	100	15191	3	100
60100	2	1	0	100	15192	3	100
60100	2	1	0	100	15193	3	50
60100	2	1	0	100	15194	3	50
60100	3	1	0	100	15190	3	100
60100	3	1	0	100	15191	3	100
60100	3	1	0	100	15192	3	100
60100	3	1	0	100	15193	3	50
60100	3	1	0	100	15194	3	50
60140	1	1	0	100	15226	3	100
60140	1	1	0	100	15227	3	100
60140	1	1	0	100	15228	3	100
60140	1	1	0	100	15229	3	50
60140	1	1	0	100	15230	3	50
60140	2	1	0	100	15226	3	100
60140	2	1	0	100	15227	3	100
60140	2	1	0	100	15228	3	100
60140	2	1	0	100	15229	3	50
60140	2	1	0	100	15230	3	50
60140	3	1	0	100	15226	3	100
60140	3	1	0	100	15227	3	100
60140	3	1	0	100	15228	3	100
60140	3	1	0	100	15229	3	50
60140	3	1	0	100	15230	3	50
60110	1	1	0	100	15172	3	100
60110	1	1	0	100	15173	3	100
60110	1	1	0	100	15174	3	100
60110	1	1	0	100	15175	3	50
60110	1	1	0	100	15176	3	50
60110	2	1	0	100	15172	3	100
60110	2	1	0	100	15173	3	100
60110	2	1	0	100	15174	3	100
60110	2	1	0	100	15175	3	50
60110	2	1	0	100	15176	3	50
60110	3	1	0	100	15172	3	100
60110	3	1	0	100	15173	3	100
60110	3	1	0	100	15174	3	100
60110	3	1	0	100	15175	3	50
60110	3	1	0	100	15176	3	50
60081	1	1	0	100	15262	3	100
60081	1	1	0	100	15263	3	100
60081	1	1	0	100	15264	3	100
60081	1	1	0	100	15265	3	50
60081	1	1	0	100	15266	3	50
60081	2	1	0	100	15262	3	100
60081	2	1	0	100	15263	3	100
60081	2	1	0	100	15264	3	100
60081	2	1	0	100	15265	3	50
60081	2	1	0	100	15266	3	50
60081	3	1	0	100	15262	3	100
60081	3	1	0	100	15263	3	100
60081	3	1	0	100	15264	3	100
60081	3	1	0	100	15265	3	50
60081	3	1	0	100	15266	3	50
60041	1	1	0	100	15208	3	100
60041	1	1	0	100	15209	3	100
60041	1	1	0	100	15210	3	100
60041	1	1	0	100	15211	3	50
60041	1	1	0	100	15212	3	50
60041	2	1	0	100	15208	3	100
60041	2	1	0	100	15209	3	100
60041	2	1	0	100	15210	3	100
60041	2	1	0	100	15211	3	50
60041	2	1	0	100	15212	3	50
60041	3	1	0	100	15208	3	100
60041	3	1	0	100	15209	3	100
60041	3	1	0	100	15210	3	100
60041	3	1	0	100	15211	3	50
60041	3	1	0	100	15212	3	50
60120	1	1	0	100	15244	3	100
60120	1	1	0	100	15245	3	100
60120	1	1	0	100	15246	3	100
60120	1	1	0	100	15247	3	50
60120	1	1	0	100	15248	3	50
60120	2	1	0	100	15244	3	100
60120	2	1	0	100	15245	3	100
60120	2	1	0	100	15246	3	100
60120	2	1	0	100	15247	3	50
60120	2	1	0	100	15248	3	50
60120	3	1	0	100	15244	3	100
60120	3	1	0	100	15245	3	100
60120	3	1	0	100	15246	3	100
60120	3	1	0	100	15247	3	50
60120	3	1	0	100	15248	3	50
60210	1	1	0	100	21285	3	100
60210	1	1	0	100	21281	3	100
60210	1	1	0	100	21282	3	100
60210	1	1	0	100	21283	3	50
60210	1	1	0	100	21284	3	50
60210	2	1	0	100	21285	3	100
60210	2	1	0	100	21281	3	100
60210	2	1	0	100	21282	3	100
60210	2	1	0	100	21283	3	50
60210	2	1	0	100	21284	3	50
60210	3	1	0	100	21285	3	100
60210	3	1	0	100	21281	3	100
60210	3	1	0	100	21282	3	100
60210	3	1	0	100	21283	3	50
60210	3	1	0	100	21284	3	50
60090	1	1	0	100	15154	3	100
60090	1	1	0	100	15155	3	100
60090	1	1	0	100	15156	3	100
60090	1	1	0	100	15157	3	50
60090	1	1	0	100	15158	3	50
60090	2	1	0	100	15154	3	100
60090	2	1	0	100	15155	3	100
60090	2	1	0	100	15156	3	100
60090	2	1	0	100	15157	3	50
60090	2	1	0	100	15158	3	50
60090	3	1	0	100	15154	3	100
60090	3	1	0	100	15155	3	100
60090	3	1	0	100	15156	3	100
60090	3	1	0	100	15157	3	50
60090	3	1	0	100	15158	3	50
60071	1	1	0	100	21226	3	100
60071	1	1	0	100	21227	3	100
60071	1	1	0	100	21228	3	100
60071	1	1	0	100	21229	3	50
60071	1	1	0	100	21230	3	50
60071	2	1	0	100	21226	3	100
60071	2	1	0	100	21227	3	100
60071	2	1	0	100	21228	3	100
60071	2	1	0	100	21229	3	50
60071	2	1	0	100	21230	3	50
60071	3	1	0	100	21226	3	100
60071	3	1	0	100	21227	3	100
60071	3	1	0	100	21228	3	100
60071	3	1	0	100	21229	3	50
60071	3	1	0	100	21230	3	50
60190	1	1	0	100	21208	3	100
60190	1	1	0	100	21209	3	100
60190	1	1	0	100	21210	3	100
60190	1	1	0	100	15412	3	50
60190	1	1	0	100	21212	3	50
60190	2	1	0	100	21208	3	100
60190	2	1	0	100	21209	3	100
60190	2	1	0	100	21210	3	100
60190	2	1	0	100	15412	3	50
60190	2	1	0	100	21212	3	50
60190	3	1	0	100	21208	3	100
60190	3	1	0	100	21209	3	100
60190	3	1	0	100	21210	3	100
60190	3	1	0	100	15412	3	50
60190	3	1	0	100	21212	3	50
60150	1	1	0	100	21244	3	100
60150	1	1	0	100	21245	3	100
60150	1	1	0	100	21246	3	100
60150	1	1	0	100	21247	3	50
60150	1	1	0	100	21248	3	50
60150	2	1	0	100	21244	3	100
60150	2	1	0	100	21245	3	100
60150	2	1	0	100	21246	3	100
60150	2	1	0	100	21247	3	50
60150	2	1	0	100	21248	3	50
60150	3	1	0	100	21244	3	100
60150	3	1	0	100	21245	3	100
60150	3	1	0	100	21246	3	100
60150	3	1	0	100	21247	3	50
60150	3	1	0	100	21248	3	50
60170	1	1	0	100	21267	3	100
60170	1	1	0	100	21263	3	100
60170	1	1	0	100	21264	3	100
60170	1	1	0	100	15400	3	50
60170	1	1	0	100	21266	3	50
60170	2	1	0	100	21267	3	100
60170	2	1	0	100	21263	3	100
60170	2	1	0	100	21264	3	100
60170	2	1	0	100	15400	3	50
60170	2	1	0	100	21266	3	50
60170	3	1	0	100	21267	3	100
60170	3	1	0	100	21263	3	100
60170	3	1	0	100	21264	3	100
60170	3	1	0	100	15400	3	50
60170	3	1	0	100	21266	3	50
60210	1	1	0	100	21285	3	100
60210	1	1	0	100	21281	3	100
60210	1	1	0	100	21282	3	100
60210	1	1	0	100	21283	3	50
60210	1	1	0	100	21284	3	50
60210	2	1	0	100	21285	3	100
60210	2	1	0	100	21281	3	100
60210	2	1	0	100	21282	3	100
60210	2	1	0	100	21283	3	50
60210	2	1	0	100	21284	3	50
60210	3	1	0	100	21285	3	100
60210	3	1	0	100	21281	3	100
60210	3	1	0	100	21282	3	100
60210	3	1	0	100	21283	3	50
60210	3	1	0	100	21284	3	50
60230	1	1	0	100	15433	3	100
60230	1	1	0	100	15434	3	100
60230	1	1	0	100	15435	3	100
60230	1	1	0	100	15436	3	50
60230	1	1	0	100	15437	3	50
60230	2	1	0	100	15433	3	100
60230	2	1	0	100	15434	3	100
60230	2	1	0	100	15435	3	100
60230	2	1	0	100	15436	3	50
60230	2	1	0	100	15437	3	50
60230	3	1	0	100	15433	3	100
60230	3	1	0	100	15434	3	100
60230	3	1	0	100	15435	3	100
60230	3	1	0	100	15436	3	50
60230	3	1	0	100	15437	3	50
60051	1	1	0	100	15463	3	100
60051	1	1	0	100	15464	3	100
60051	1	1	0	100	15465	3	100
60051	1	1	0	100	15466	3	50
60051	1	1	0	100	15467	3	50
60051	2	1	0	100	15463	3	100
60051	2	1	0	100	15464	3	100
60051	2	1	0	100	15465	3	100
60051	2	1	0	100	15466	3	50
60051	2	1	0	100	15467	3	50
60051	3	1	0	100	15463	3	100
60051	3	1	0	100	15464	3	100
60051	3	1	0	100	15465	3	100
60051	3	1	0	100	15466	3	50
60051	3	1	0	100	15467	3	50
60130	1	1	0	100	15643	3	100
60130	1	1	0	100	15644	3	100
60130	1	1	0	100	15645	3	100
60130	1	1	0	100	15646	3	50
60130	1	1	0	100	15647	3	50
60130	2	1	0	100	15643	3	100
60130	2	1	0	100	15644	3	100
60130	2	1	0	100	15645	3	100
60130	2	1	0	100	15646	3	50
60130	2	1	0	100	15647	3	50
60130	3	1	0	100	15643	3	100
60130	3	1	0	100	15644	3	100
60130	3	1	0	100	15645	3	100
60130	3	1	0	100	15646	3	50
60130	3	1	0	100	15647	3	50
60091	1	1	0	100	15493	3	100
60091	1	1	0	100	15494	3	100
60091	1	1	0	100	15495	3	100
60091	1	1	0	100	15496	3	50
60091	1	1	0	100	15497	3	50
60091	2	1	0	100	15493	3	100
60091	2	1	0	100	15494	3	100
60091	2	1	0	100	15495	3	100
60091	2	1	0	100	15496	3	50
60091	2	1	0	100	15497	3	50
60091	3	1	0	100	15493	3	100
60091	3	1	0	100	15494	3	100
60091	3	1	0	100	15495	3	100
60091	3	1	0	100	15496	3	50
60091	3	1	0	100	15497	3	50
60121	1	1	0	100	15523	3	100
60121	1	1	0	100	15524	3	100
60121	1	1	0	100	15525	3	100
60121	1	1	0	100	15526	3	50
60121	1	1	0	100	15527	3	50
60121	2	1	0	100	15523	3	100
60121	2	1	0	100	15524	3	100
60121	2	1	0	100	15525	3	100
60121	2	1	0	100	15526	3	50
60121	2	1	0	100	15527	3	50
60121	3	1	0	100	15523	3	100
60121	3	1	0	100	15524	3	100
60121	3	1	0	100	15525	3	100
60121	3	1	0	100	15526	3	50
60121	3	1	0	100	15527	3	50
60141	1	1	0	100	15553	3	100
60141	1	1	0	100	15554	3	100
60141	1	1	0	100	15555	3	100
60141	1	1	0	100	15556	3	50
60141	1	1	0	100	15557	3	50
60141	2	1	0	100	15553	3	100
60141	2	1	0	100	15554	3	100
60141	2	1	0	100	15555	3	100
60141	2	1	0	100	15556	3	50
60141	2	1	0	100	15557	3	50
60141	3	1	0	100	15553	3	100
60141	3	1	0	100	15554	3	100
60141	3	1	0	100	15555	3	100
60141	3	1	0	100	15556	3	50
60141	3	1	0	100	15557	3	50
60260	1	1	0	100	15583	3	100
60260	1	1	0	100	15584	3	100
60260	1	1	0	100	15585	3	100
60260	1	1	0	100	15586	3	50
60260	1	1	0	100	15587	3	50
60260	2	1	0	100	15583	3	100
60260	2	1	0	100	15584	3	100
60260	2	1	0	100	15585	3	100
60260	2	1	0	100	15586	3	50
60260	2	1	0	100	15587	3	50
60260	3	1	0	100	15583	3	100
60260	3	1	0	100	15584	3	100
60260	3	1	0	100	15585	3	100
60260	3	1	0	100	15586	3	50
60260	3	1	0	100	15587	3	50
60200	1	1	0	100	15613	3	100
60200	1	1	0	100	15614	3	100
60200	1	1	0	100	15615	3	100
60200	1	1	0	100	15616	3	50
60200	1	1	0	100	15617	3	50
60200	2	1	0	100	15613	3	100
60200	2	1	0	100	15614	3	100
60200	2	1	0	100	15615	3	100
60200	2	1	0	100	15616	3	50
60200	2	1	0	100	15617	3	50
60200	3	1	0	100	15613	3	100
60200	3	1	0	100	15614	3	100
60200	3	1	0	100	15615	3	100
60200	3	1	0	100	15616	3	50
60200	3	1	0	100	15617	3	50
60131	1	1	0	100	15673	3	100
60131	1	1	0	100	15674	3	100
60131	1	1	0	100	15675	3	100
60131	1	1	0	100	15676	3	50
60131	1	1	0	100	15677	3	50
60131	2	1	0	100	15673	3	100
60131	2	1	0	100	15674	3	100
60131	2	1	0	100	15675	3	100
60131	2	1	0	100	15676	3	50
60131	2	1	0	100	15677	3	50
60131	3	1	0	100	15673	3	100
60131	3	1	0	100	15674	3	100
60131	3	1	0	100	15675	3	100
60131	3	1	0	100	15676	3	50
60131	3	1	0	100	15677	3	50
60010	-1	4	0	100	15001	3	100
60010	-1	4	0	100	15002	3	100
60010	-1	4	0	100	15003	3	100
60010	-1	4	0	100	15004	3	50
60010	-1	4	0	100	15005	3	50
60020	-1	4	0	100	15016	3	100
60020	-1	4	0	100	15017	3	100
60020	-1	4	0	100	15018	3	100
60020	-1	4	0	100	15019	3	50
60020	-1	4	0	100	15020	3	50
60030	-1	4	0	100	15033	3	100
60030	-1	4	0	100	15032	3	100
60030	-1	4	0	100	15031	3	100
60030	-1	4	0	100	15034	3	50
60030	-1	4	0	100	15035	3	50
60040	-1	4	0	100	15046	3	100
60040	-1	4	0	100	15047	3	100
60040	-1	4	0	100	15048	3	100
60040	-1	4	0	100	15049	3	50
60040	-1	4	0	100	15050	3	50
60060	-1	4	0	100	15064	3	100
60060	-1	4	0	100	15065	3	100
60060	-1	4	0	100	15066	3	100
60060	-1	4	0	100	15067	3	50
60060	-1	4	0	100	15068	3	50
60050	-1	4	0	100	15082	3	100
60050	-1	4	0	100	15083	3	100
60050	-1	4	0	100	15084	3	100
60050	-1	4	0	100	15085	3	50
60050	-1	4	0	100	15086	3	50
60011	-1	4	0	100	15118	3	100
60011	-1	4	0	100	15119	3	100
60011	-1	4	0	100	15120	3	100
60011	-1	4	0	100	15121	3	50
60011	-1	4	0	100	15122	3	50
60070	-1	4	0	100	15100	3	100
60070	-1	4	0	100	15101	3	100
60070	-1	4	0	100	15102	3	100
60070	-1	4	0	100	15103	3	50
60070	-1	4	0	100	15104	3	50
60080	-1	4	0	100	15136	3	100
60080	-1	4	0	100	15137	3	100
60080	-1	4	0	100	15138	3	100
60080	-1	4	0	100	15139	3	50
60080	-1	4	0	100	15140	3	50
60100	-1	4	0	100	15190	3	100
60100	-1	4	0	100	15191	3	100
60100	-1	4	0	100	15192	3	100
60100	-1	4	0	100	15193	3	50
60100	-1	4	0	100	15194	3	50
60140	-1	4	0	100	15226	3	100
60140	-1	4	0	100	15227	3	100
60140	-1	4	0	100	15228	3	100
60140	-1	4	0	100	15229	3	50
60140	-1	4	0	100	15230	3	50
60110	-1	4	0	100	15172	3	100
60110	-1	4	0	100	15173	3	100
60110	-1	4	0	100	15174	3	100
60110	-1	4	0	100	15175	3	50
60110	-1	4	0	100	15176	3	50
60081	-1	4	0	100	15262	3	100
60081	-1	4	0	100	15263	3	100
60081	-1	4	0	100	15264	3	100
60081	-1	4	0	100	15265	3	50
60081	-1	4	0	100	15266	3	50
60041	-1	4	0	100	15208	3	100
60041	-1	4	0	100	15209	3	100
60041	-1	4	0	100	15210	3	100
60041	-1	4	0	100	15211	3	50
60041	-1	4	0	100	15212	3	50
60120	-1	4	0	100	15244	3	100
60120	-1	4	0	100	15245	3	100
60120	-1	4	0	100	15246	3	100
60120	-1	4	0	100	15247	3	50
60120	-1	4	0	100	15248	3	50
60210	-1	4	0	100	21285	3	100
60210	-1	4	0	100	21281	3	100
60210	-1	4	0	100	21282	3	100
60210	-1	4	0	100	21283	3	50
60210	-1	4	0	100	21284	3	50
60090	-1	4	0	100	15154	3	100
60090	-1	4	0	100	15155	3	100
60090	-1	4	0	100	15156	3	100
60090	-1	4	0	100	15157	3	50
60090	-1	4	0	100	15158	3	50
60071	-1	4	0	100	21226	3	100
60071	-1	4	0	100	21227	3	100
60071	-1	4	0	100	21228	3	100
60071	-1	4	0	100	21229	3	50
60071	-1	4	0	100	21230	3	50
60190	-1	4	0	100	21208	3	100
60190	-1	4	0	100	21209	3	100
60190	-1	4	0	100	21210	3	100
60190	-1	4	0	100	15412	3	50
60190	-1	4	0	100	21212	3	50
60150	-1	4	0	100	21244	3	100
60150	-1	4	0	100	21245	3	100
60150	-1	4	0	100	21246	3	100
60150	-1	4	0	100	21247	3	50
60150	-1	4	0	100	21248	3	50
60170	-1	4	0	100	21267	3	100
60170	-1	4	0	100	21263	3	100
60170	-1	4	0	100	21264	3	100
60170	-1	4	0	100	15400	3	50
60170	-1	4	0	100	21266	3	50
60210	-1	4	0	100	21285	3	100
60210	-1	4	0	100	21281	3	100
60210	-1	4	0	100	21282	3	100
60210	-1	4	0	100	21283	3	50
60210	-1	4	0	100	21284	3	50
60230	-1	4	0	100	15433	3	100
60230	-1	4	0	100	15434	3	100
60230	-1	4	0	100	15435	3	100
60230	-1	4	0	100	15436	3	50
60230	-1	4	0	100	15437	3	50
60051	-1	4	0	100	15463	3	100
60051	-1	4	0	100	15464	3	100
60051	-1	4	0	100	15465	3	100
60051	-1	4	0	100	15466	3	50
60051	-1	4	0	100	15467	3	50
60130	-1	4	0	100	15643	3	100
60130	-1	4	0	100	15644	3	100
60130	-1	4	0	100	15645	3	100
60130	-1	4	0	100	15646	3	50
60130	-1	4	0	100	15647	3	50
60091	-1	4	0	100	15493	3	100
60091	-1	4	0	100	15494	3	100
60091	-1	4	0	100	15495	3	100
60091	-1	4	0	100	15496	3	50
60091	-1	4	0	100	15497	3	50
60121	-1	4	0	100	15523	3	100
60121	-1	4	0	100	15524	3	100
60121	-1	4	0	100	15525	3	100
60121	-1	4	0	100	15526	3	50
60121	-1	4	0	100	15527	3	50
60141	-1	4	0	100	15553	3	100
60141	-1	4	0	100	15554	3	100
60141	-1	4	0	100	15555	3	100
60141	-1	4	0	100	15556	3	50
60141	-1	4	0	100	15557	3	50
60260	-1	4	0	100	15583	3	100
60260	-1	4	0	100	15584	3	100
60260	-1	4	0	100	15585	3	100
60260	-1	4	0	100	15586	3	50
60260	-1	4	0	100	15587	3	50
60200	-1	4	0	100	15613	3	100
60200	-1	4	0	100	15614	3	100
60200	-1	4	0	100	15615	3	100
60200	-1	4	0	100	15616	3	50
60200	-1	4	0	100	15617	3	50
60131	-1	4	0	100	15673	3	100
60131	-1	4	0	100	15674	3	100
60131	-1	4	0	100	15675	3	100
60131	-1	4	0	100	15676	3	50
60131	-1	4	0	100	15677	3	50
60010	-1	2	0	100	15001	3	100
60010	-1	2	0	100	15002	3	100
60010	-1	2	0	100	15003	3	100
60010	-1	2	0	100	15004	3	50
60010	-1	2	0	100	15005	3	50
60020	-1	2	0	100	15016	3	100
60020	-1	2	0	100	15017	3	100
60020	-1	2	0	100	15018	3	100
60020	-1	2	0	100	15019	3	50
60020	-1	2	0	100	15020	3	50
60030	-1	2	0	100	15033	3	100
60030	-1	2	0	100	15032	3	100
60030	-1	2	0	100	15031	3	100
60030	-1	2	0	100	15034	3	50
60030	-1	2	0	100	15035	3	50
60040	-1	2	0	100	15046	3	100
60040	-1	2	0	100	15047	3	100
60040	-1	2	0	100	15048	3	100
60040	-1	2	0	100	15049	3	50
60040	-1	2	0	100	15050	3	50
60060	-1	2	0	100	15064	3	100
60060	-1	2	0	100	15065	3	100
60060	-1	2	0	100	15066	3	100
60060	-1	2	0	100	15067	3	50
60060	-1	2	0	100	15068	3	50
60050	-1	2	0	100	15082	3	100
60050	-1	2	0	100	15083	3	100
60050	-1	2	0	100	15084	3	100
60050	-1	2	0	100	15085	3	50
60050	-1	2	0	100	15086	3	50
60011	-1	2	0	100	15118	3	100
60011	-1	2	0	100	15119	3	100
60011	-1	2	0	100	15120	3	100
60011	-1	2	0	100	15121	3	50
60011	-1	2	0	100	15122	3	50
60070	-1	2	0	100	15100	3	100
60070	-1	2	0	100	15101	3	100
60070	-1	2	0	100	15102	3	100
60070	-1	2	0	100	15103	3	50
60070	-1	2	0	100	15104	3	50
60080	-1	2	0	100	15136	3	100
60080	-1	2	0	100	15137	3	100
60080	-1	2	0	100	15138	3	100
60080	-1	2	0	100	15139	3	50
60080	-1	2	0	100	15140	3	50
60100	-1	2	0	100	15190	3	100
60100	-1	2	0	100	15191	3	100
60100	-1	2	0	100	15192	3	100
60100	-1	2	0	100	15193	3	50
60100	-1	2	0	100	15194	3	50
60140	-1	2	0	100	15226	3	100
60140	-1	2	0	100	15227	3	100
60140	-1	2	0	100	15228	3	100
60140	-1	2	0	100	15229	3	50
60140	-1	2	0	100	15230	3	50
60110	-1	2	0	100	15172	3	100
60110	-1	2	0	100	15173	3	100
60110	-1	2	0	100	15174	3	100
60110	-1	2	0	100	15175	3	50
60110	-1	2	0	100	15176	3	50
60081	-1	2	0	100	15262	3	100
60081	-1	2	0	100	15263	3	100
60081	-1	2	0	100	15264	3	100
60081	-1	2	0	100	15265	3	50
60081	-1	2	0	100	15266	3	50
60041	-1	2	0	100	15208	3	100
60041	-1	2	0	100	15209	3	100
60041	-1	2	0	100	15210	3	100
60041	-1	2	0	100	15211	3	50
60041	-1	2	0	100	15212	3	50
60120	-1	2	0	100	15244	3	100
60120	-1	2	0	100	15245	3	100
60120	-1	2	0	100	15246	3	100
60120	-1	2	0	100	15247	3	50
60120	-1	2	0	100	15248	3	50
60210	-1	2	0	100	21285	3	100
60210	-1	2	0	100	21281	3	100
60210	-1	2	0	100	21282	3	100
60210	-1	2	0	100	21283	3	50
60210	-1	2	0	100	21284	3	50
60090	-1	2	0	100	15154	3	100
60090	-1	2	0	100	15155	3	100
60090	-1	2	0	100	15156	3	100
60090	-1	2	0	100	15157	3	50
60090	-1	2	0	100	15158	3	50
60071	-1	2	0	100	21226	3	100
60071	-1	2	0	100	21227	3	100
60071	-1	2	0	100	21228	3	100
60071	-1	2	0	100	21229	3	50
60071	-1	2	0	100	21230	3	50
60190	-1	2	0	100	21208	3	100
60190	-1	2	0	100	21209	3	100
60190	-1	2	0	100	21210	3	100
60190	-1	2	0	100	15412	3	50
60190	-1	2	0	100	21212	3	50
60150	-1	2	0	100	21244	3	100
60150	-1	2	0	100	21245	3	100
60150	-1	2	0	100	21246	3	100
60150	-1	2	0	100	21247	3	50
60150	-1	2	0	100	21248	3	50
60170	-1	2	0	100	21267	3	100
60170	-1	2	0	100	21263	3	100
60170	-1	2	0	100	21264	3	100
60170	-1	2	0	100	15400	3	50
60170	-1	2	0	100	21266	3	50
60210	-1	2	0	100	21285	3	100
60210	-1	2	0	100	21281	3	100
60210	-1	2	0	100	21282	3	100
60210	-1	2	0	100	21283	3	50
60210	-1	2	0	100	21284	3	50
60230	-1	2	0	100	15433	3	100
60230	-1	2	0	100	15434	3	100
60230	-1	2	0	100	15435	3	100
60230	-1	2	0	100	15436	3	50
60230	-1	2	0	100	15437	3	50
60051	-1	2	0	100	15463	3	100
60051	-1	2	0	100	15464	3	100
60051	-1	2	0	100	15465	3	100
60051	-1	2	0	100	15466	3	50
60051	-1	2	0	100	15467	3	50
60130	-1	2	0	100	15643	3	100
60130	-1	2	0	100	15644	3	100
60130	-1	2	0	100	15645	3	100
60130	-1	2	0	100	15646	3	50
60130	-1	2	0	100	15647	3	50
60091	-1	2	0	100	15493	3	100
60091	-1	2	0	100	15494	3	100
60091	-1	2	0	100	15495	3	100
60091	-1	2	0	100	15496	3	50
60091	-1	2	0	100	15497	3	50
60121	-1	2	0	100	15523	3	100
60121	-1	2	0	100	15524	3	100
60121	-1	2	0	100	15525	3	100
