#TSV
#============Begin of sheet============
@Sheet=SoulStoneConst
Key	Value	备注
1	5	SHS_Skill_02_DefBreak	突破.防御lv.5	基础防御力提升5	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力5点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力7点<FONT>"	0	1	1	1			1000		16502005
1	6	SHS_Skill_02_DefBreak	突破.防御lv.6	基础防御力提升7	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力7点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力9点<FONT>"	0	1	1	1			1000		16502006
1	7	SHS_Skill_02_DefBreak	突破.防御lv.7	基础防御力提升9	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力9点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力11点<FONT>"	0	1	1	1			1000		16502007
1	8	SHS_Skill_02_DefBreak	突破.防御lv.8	基础防御力提升11	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力11点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力13点<FONT>"	0	1	1	1			1000		16502008
1	9	SHS_Skill_02_DefBreak	突破.防御lv.9	基础防御力提升13	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力13点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力15点<FONT>"	0	1	1	1			1000		16502009
1	10	SHS_Skill_02_DefBreak	突破.防御lv.10	基础防御力提升15	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力15点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力18点<FONT>"	0	1	1	1			1000		16502010
1	11	SHS_Skill_02_DefBreak	突破.防御lv.11	基础防御力提升18	18	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力18点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力21点<FONT>"	0	1	1	1			1000		16502011
1	12	SHS_Skill_02_DefBreak	突破.防御lv.12	基础防御力提升21	21	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力21点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力24点<FONT>"	0	1	1	1			1000		16502012
1	13	SHS_Skill_02_DefBreak	突破.防御lv.13	基础防御力提升24	24	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力24点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力27点<FONT>"	0	1	1	1			1000		16502013
1	14	SHS_Skill_02_DefBreak	突破.防御lv.14	基础防御力提升27	27	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力27点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力30点<FONT>"	0	1	1	1			1000		16502014
1	15	SHS_Skill_02_DefBreak	突破.防御lv.15	基础防御力提升30	30	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力30点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力33点<FONT>"	0	1	1	1			1000		16502015
1	16	SHS_Skill_02_DefBreak	突破.防御lv.16	基础防御力提升33	33	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力33点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力36点<FONT>"	0	1	3	1			1000		16502016
1	17	SHS_Skill_02_DefBreak	突破.防御lv.17	基础防御力提升36	36	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力36点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力39点<FONT>"	0	1	3	1			1000		16502017
1	18	SHS_Skill_02_DefBreak	突破.防御lv.18	基础防御力提升39	39	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力39点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力42点<FONT>"	0	1	3	1			1000		16502018
1	19	SHS_Skill_02_DefBreak	突破.防御lv.19	基础防御力提升42	42	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力42点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力45点<FONT>"	0	1	3	1			1000		16502019
1	20	SHS_Skill_02_DefBreak	突破.防御lv.20	基础防御力提升45	45	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力45点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力48点<FONT>"	0	1	3	1			1000		16502020
1	21	SHS_Skill_02_DefBreak	突破.防御lv.21	基础防御力提升48	48	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力48点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力51点<FONT>"	0	1	5	1			1000		16502021
1	22	SHS_Skill_02_DefBreak	突破.防御lv.22	基础防御力提升51	51	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力51点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力54点<FONT>"	0	1	5	1			1000		16502022
1	23	SHS_Skill_02_DefBreak	突破.防御lv.23	基础防御力提升54	54	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力54点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力57点<FONT>"	0	1	5	1			1000		16502023
1	24	SHS_Skill_02_DefBreak	突破.防御lv.24	基础防御力提升57	57	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力57点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础防御力60点<FONT>"	0	1	5	1			1000		16502024
1	25	SHS_Skill_02_DefBreak	突破.防御lv.25	基础防御力提升60	60	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础防御力60点<FONT>"	0	1	5	1			1000		16502025
2	0	SHS_Skill_01_AtkBreak	突破.攻击lv.0	基础攻击力	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力<FONT>"	1	1	1	1			0	0	0
2	1	SHS_Skill_01_AtkBreak	突破.攻击lv.1	基础攻击力提升1	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力1点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力2点<FONT>"	1	1	1	1			0	0	16501001
2	2	SHS_Skill_01_AtkBreak	突破.攻击lv.2	基础攻击力提升2	2	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力2点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力3点<FONT>"	1	1	1	1			0	0	16501002
2	3	SHS_Skill_01_AtkBreak	突破.攻击lv.3	基础攻击力提升3	3	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力3点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力4点<FONT>"	1	1	1	1			0	0	16501003
2	4	SHS_Skill_01_AtkBreak	突破.攻击lv.4	基础攻击力提升4	4	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力4点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力5点<FONT>"	1	1	1	1			0	0	16501004
2	5	SHS_Skill_01_AtkBreak	突破.攻击lv.5	基础攻击力提升5	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力5点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力7点<FONT>"	1	1	1	1			0	0	16501005
2	6	SHS_Skill_01_AtkBreak	突破.攻击lv.6	基础攻击力提升7	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力7点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力9点<FONT>"	1	1	1	1			0	8	16501006
2	7	SHS_Skill_01_AtkBreak	突破.攻击lv.7	基础攻击力提升9	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力9点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力11点<FONT>"	1	1	1	1			0	16	16501007
2	8	SHS_Skill_01_AtkBreak	突破.攻击lv.8	基础攻击力提升11	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力11点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力13点<FONT>"	1	1	1	1			0	24	16501008
2	9	SHS_Skill_01_AtkBreak	突破.攻击lv.9	基础攻击力提升13	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力13点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力15点<FONT>"	1	1	1	1			0	32	16501009
2	10	SHS_Skill_01_AtkBreak	突破.攻击lv.10	基础攻击力提升15	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力15点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力18点<FONT>"	1	1	1	1			0	40	16501010
2	11	SHS_Skill_01_AtkBreak	突破.攻击lv.11	基础攻击力提升18	18	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力18点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力21点<FONT>"	1	1	1	1			0	48	16501011
2	12	SHS_Skill_01_AtkBreak	突破.攻击lv.12	基础攻击力提升21	21	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力21点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力24点<FONT>"	1	1	1	1			0	56	16501012
2	13	SHS_Skill_01_AtkBreak	突破.攻击lv.13	基础攻击力提升24	24	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力24点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力27点<FONT>"	1	1	1	1			0	64	16501013
2	14	SHS_Skill_01_AtkBreak	突破.攻击lv.14	基础攻击力提升27	27	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力27点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力30点<FONT>"	1	1	1	1			0	72	16501014
2	15	SHS_Skill_01_AtkBreak	突破.攻击lv.15	基础攻击力提升30	30	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力30点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力34点<FONT>"	1	1	1	1			0	80	16501015
2	16	SHS_Skill_01_AtkBreak	突破.攻击lv.16	基础攻击力提升34	34	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力34点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力38点<FONT>"	1	1	2	1			1000	125	16501016
2	17	SHS_Skill_01_AtkBreak	突破.攻击lv.17	基础攻击力提升38	38	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力38点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力42点<FONT>"	1	1	2	1			1000	130	16501017
2	18	SHS_Skill_01_AtkBreak	突破.攻击lv.18	基础攻击力提升42	42	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力42点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力46点<FONT>"	1	1	2	1			1000	135	16501018
2	19	SHS_Skill_01_AtkBreak	突破.攻击lv.19	基础攻击力提升46	46	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力46点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力50点<FONT>"	1	1	2	1			1000	140	16501019
2	20	SHS_Skill_01_AtkBreak	突破.攻击lv.20	基础攻击力提升50	50	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力50点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力55点<FONT>"	1	1	2	1			1000	145	16501020
2	21	SHS_Skill_01_AtkBreak	突破.攻击lv.21	基础攻击力提升55	55	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力55点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力60点<FONT>"	1	1	3	1			1000	300	16501021
2	22	SHS_Skill_01_AtkBreak	突破.攻击lv.22	基础攻击力提升60	60	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力60点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力65点<FONT>"	1	1	3	1			1000	310	16501022
2	23	SHS_Skill_01_AtkBreak	突破.攻击lv.23	基础攻击力提升65	65	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力65点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力70点<FONT>"	1	1	3	1			1000	320	16501023
2	24	SHS_Skill_01_AtkBreak	突破.攻击lv.24	基础攻击力提升70	70	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力70点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力75点<FONT>"	1	1	3	1			1000	330	16501024
2	25	SHS_Skill_01_AtkBreak	突破.攻击lv.25	基础攻击力提升75	75	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力75点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力81点<FONT>"	1	1	3	1			1000	340	16501025
2	26	SHS_Skill_01_AtkBreak	突破.攻击lv.26	基础攻击力提升81	81	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力81点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力87点<FONT>"	1	1	4	1			1000	350	16501026
2	27	SHS_Skill_01_AtkBreak	突破.攻击lv.27	基础攻击力提升87	87	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力87点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力93点<FONT>"	1	1	4	1			1000	360	16501027
2	28	SHS_Skill_01_AtkBreak	突破.攻击lv.28	基础攻击力提升93	93	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力93点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力99点<FONT>"	1	1	4	1			1000	370	16501028
2	29	SHS_Skill_01_AtkBreak	突破.攻击lv.29	基础攻击力提升99	99	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力99点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力105点<FONT>"	1	1	4	1			1000	380	16501029
2	30	SHS_Skill_01_AtkBreak	突破.攻击lv.30	基础攻击力提升105	105	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力105点<FONT>"	1	1	4	1			1000	390	16501030
3	0	SHS_Skill_03_Atk	攻击力lv.0	基础攻击力	0	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力<FONT>"	0	2	2	2			0		0
3	1	SHS_Skill_03_Atk	攻击力lv.1	基础攻击力提升1	1	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力1点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力2点<FONT>"	0	2	2	2			2000		16503001
3	2	SHS_Skill_03_Atk	攻击力lv.2	基础攻击力提升2	2	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力2点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力3点<FONT>"	0	2	2	2			2000		16503002
3	3	SHS_Skill_03_Atk	攻击力lv.3	基础攻击力提升3	3	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力3点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力4点<FONT>"	0	2	2	2			2000		16503003
3	4	SHS_Skill_03_Atk	攻击力lv.4	基础攻击力提升4	4	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力4点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力5点<FONT>"	0	2	2	2			2000		16503004
3	5	SHS_Skill_03_Atk	攻击力lv.5	基础攻击力提升5	5	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力5点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力7点<FONT>"	0	2	2	2			2000		16503005
3	6	SHS_Skill_03_Atk	攻击力lv.6	基础攻击力提升7	7	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力7点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力9点<FONT>"	0	2	3	2			2000		16503006
3	7	SHS_Skill_03_Atk	攻击力lv.7	基础攻击力提升9	9	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力9点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力11点<FONT>"	0	2	3	2			2000		16503007
3	8	SHS_Skill_03_Atk	攻击力lv.8	基础攻击力提升11	11	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力11点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力13点<FONT>"	0	2	3	2			2000		16503008
3	9	SHS_Skill_03_Atk	攻击力lv.9	基础攻击力提升13	13	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力13点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力15点<FONT>"	0	2	3	2			2000		16503009
3	10	SHS_Skill_03_Atk	攻击力lv.10	基础攻击力提升15	15	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力15点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力18点<FONT>"	0	2	3	2			2000		16503010
3	11	SHS_Skill_03_Atk	攻击力lv.11	基础攻击力提升18	18	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力18点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力21点<FONT>"	0	2	4	2			2000		16503011
3	12	SHS_Skill_03_Atk	攻击力lv.12	基础攻击力提升21	21	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力21点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力24点<FONT>"	0	2	4	2			2000		16503012
3	13	SHS_Skill_03_Atk	攻击力lv.13	基础攻击力提升24	24	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力24点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力27点<FONT>"	0	2	4	2			2000		16503013
3	14	SHS_Skill_03_Atk	攻击力lv.14	基础攻击力提升27	27	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力27点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力30点<FONT>"	0	2	4	2			2000		16503014
3	15	SHS_Skill_03_Atk	攻击力lv.15	基础攻击力提升30	30	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力30点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力34点<FONT>"	0	2	4	2			2000		16503015
3	16	SHS_Skill_03_Atk	攻击力lv.16	基础攻击力提升34	34	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力34点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力38点<FONT>"	0	2	5	2			2000		16503016
3	17	SHS_Skill_03_Atk	攻击力lv.17	基础攻击力提升38	38	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力38点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力42点<FONT>"	0	2	5	2			2000		16503017
3	18	SHS_Skill_03_Atk	攻击力lv.18	基础攻击力提升42	42	"<FONT COLOR=\"\#FFCC33\" >提升猎人的基础攻击力42点<FONT><BR><FONT COLOR=\"\#68A16A\" >下一级：提升猎人的基础攻击力46点<FONT>"	0	2	5	2			2000		16503018
