#TSV
#============Begin of sheet============
@Sheet=LevelInfo
LevelID	BGType	MapID	LevelMode	LevelName	UIShowLevelTarget	ShowMonsterName	ShowMonsterID	UIDropList	DailyFirstUIDropList	UIWarningDropList	UIEntrustNpc	LevelDesc	Difficulty	LevelLv	MonsterLv	IsStarHunt	关联活动ID	解锁类型	基本解锁条件类别	基本解锁条件参数	额外解锁条件1类别	额外解锁条件1参数1	额外解锁条件1参数2	额外解锁条件2类别	额外解锁条件2参数1	额外解锁条件2参数2	需求等级类别	需求等级参数	消耗狩猎券	支付契约金	额外需求条件类别	需求条件参数1	需求条件参数2	允许匹配的武器等级	允许匹配的防具等级总和	HunterBox	MonsterOverView	FinishCountDown	InitScore	BossID	WeatherID	QuestMode	逻辑关卡组ID	逻辑关卡组Name	monsterlevel_rule	BOSS_match	BOSS_攻击系数	BOSS_属性攻击系数	BOSS_HP系数	BOSS_等级浮动	小怪_match	小怪_攻击系数	小怪_属性攻击系数	小怪_HP系数	小怪_等级浮动	BOSS多人因子开关	小怪多人因子开关	BossPBMul	BossLBMul	BossFDMul	BossPoisonMul	BossParalysisMul	BossSleepMul	BossDynamiteMul	BossStunMul	BossPoisonOpen	BossParalysisOpen	BossSleepOpen	BossDynamiteisOpen	BossStunOpen	OffcerLv	OffcierHR	WarningGroupID	EnableLemonSystem	EnableSoulStone	DisableCatFood	BigRandLvMin	BigRandLvMax	BigRandWeaponLvMin	BigRandWeaponLvMax	BigRandArmorLvMin	BigRandArmorLvMax	WeaponLimit	狩猎包开关	解锁等级	需求玩家等级
100161	1	1001	8	[初级炸弹术][不上]	学习使用炸弹来消灭怪物喵！	未知领域	69999				狩猎道具贸易协会	为了表达对新猎人的支持，我们协会特地提供了许多狩猎用的炸弹给猎人使用哦。最重要的是，他们都是免费的!这一次就试试不用武器，用炸弹来狩猎吧!你肯定会喜欢上这种感觉!这样我们的炸弹才会有销量，诶呀，不小心把心里话说出来了。	1	12	12												需求人物等级	9999										10	0	60210	101	8			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											22	0		0												
100162	1	1001	8	[精灵鹿的保护][不上]		未知领域	69999						1	7	7												需求人物等级	9999										10	0	60210	101	8			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											17	0		0												
100163	1	1001	16	肆虐的幼年蓝速龙	讨伐幼年蓝速龙	肆虐的幼年蓝速龙	50060	21454			晓风山谷保育员	经过调查，这一季蓝速龙幼崽的出生率非常高。好事？不是不是。这样会威胁到别的生物的繁育，香菇猪宝宝尤其危险。虽然这个请求有点残酷，但还是要拜托猎人们去控制下蓝速龙幼崽的数量。毕竟是为了大自然的平衡。	1	20	20			1	需求人物等级	10							需求人物等级	10	1									10	0	50060	101	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											30	0		0	0											
100164	1	1001	16	投掷！幼年河狸兽	讨伐幼年河狸兽	投掷！幼年河狸兽	60010	21454			狩猎道具贸易协会	你看！这个手雷！多么精致！多么漂亮！这些都是你的了！免费使用！快拿去狩猎吧！顺便，顺便！看看好不好用，会不会在手中突然爆炸……	1	20	20			1	需求人物等级	10							需求人物等级	10	1									10	0	60010	101	16			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											30	0		0	0											
100165	1	1001	16	怒火！壮硕蓝速龙	讨伐蓝速龙	怒火！壮硕蓝速龙	50060	21454			晓风山谷保育员	虽然在猎人的帮助下，蓝速龙的数量下降了！但这样似乎让幸存下来的蓝速龙吃到了更多的香菇猪！现在都长得超级大了！仔细想起来！应该是猎人们的错！快去为自己的错误负责吧！	1	20	20			1	需求人物等级	10							需求人物等级	10	1									10	0	50060	101	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											30	0		0	0											
100166	1	1001	3	level01日常关卡测试16		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100167	1	1001	3	level01日常关卡测试17		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100168	1	1001	3	level01日常关卡测试18		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100169	1	1001	3	level01日常关卡测试19		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100170	1	1001	3	level01日常关卡测试20		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100171	1	1001	58	足球赛		未知领域	69999						1	12	12			1	需求人物等级	40							需求人物等级	40								601		10	0	69999	101	58			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1														0	0											
100172	1	1001	3	咕噜咕噜的感觉2		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100173	1	1001	3	咕噜咕噜的感觉3		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100174	1	1001	3	咕噜咕噜的感觉4		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100175	1	1001	3	咕噜咕噜的感觉5		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100176	1	1001	3	level01日常关卡测试26		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100177	1	1001	3	level01日常关卡测试27		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100178	1	1001	3	level01日常关卡测试28		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100179	1	1001	3	level01日常关卡测试29		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100180	1	1001	3	level01日常关卡测试30		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100181	1	1001	3	level01日常关卡测试31		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100182	1	1001	3	level01日常关卡测试32		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100183	1	1001	3	level01日常关卡测试33		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100184	1	1001	3	level01日常关卡测试34		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100185	1	1001	3	level01日常关卡测试35		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100186	1	1001	3	level01日常关卡测试36		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100187	1	1001	3	level01日常关卡测试37		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100188	1	1001	3	level01日常关卡测试38		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100189	1	1001	3	level01日常关卡测试39		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	101	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100251	1	1002	3	洞窟物语	清理洞窟中的大量飞虫喵！	未知领域	69999	21454			除八害委员会	隐士之森突然出现了变异的大型飞虫！可以轻而易举地将猎人击败！但是我们有独门秘法！那就是利用飞虫身上的麻痹粉尘，让你的身体沾染上那些粉尘！就能让猎人抵御飞虫的攻击！为了世界干净整洁！加油！	1	27	27			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100252	1	1002	3	大猪幼年猪落餐盘（删除）	为了烤肉大会迸发力量喵！收集猪肉喵！	未知领域	69999				烤肉协会会长	马上就要举办烤肉大会啦。餐具，佐料，场地都已经准备好啦。只缺少最关键的素材，那就是新鲜的野猪肉！为了保证新鲜，野猪肉总会放到最后一刻进行准备。去吧，猎人们，去隐士之森讨伐野猪获取猪肉吧。为了烤肉大会的荣耀！	1	17	17												需求人物等级	9999								601		10	0	60210	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											27	0		0	0											
100253	1	1002	8	[奇异的光源][不上]	隐士之森出现了奇异的光源喵！猎人要去探查喵！	未知领域	69999				森林探险者	我刚刚去隐士之森探险啦，那边风景好美，湖光山色，景色怡人。啊，这不是重点。重点是我看到好多发光的东西，那究竟是什么？要不猎人再去检查一下吧，能知道是什么一定要告诉我哦。	1	17	17												需求人物等级	9999										10	0	60210	201	8			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											27	0		0												
100254	1	1002	3	烤乳猪的风险（删除）	最新的爆弹喵！直接烤乳猪喵！香喷喷喵！	未知领域	69999				烤肉大会炊事员	烤乳猪是烤肉大会上最受欢迎的！需求量一年比一年多呀。所以，今年又要来麻烦猎人去帮忙获取乳猪的肉啦。虽然乳猪不是很危险，但要注意它们身边的成年猪哦。一定要使用补给箱提供的特制的道具击败野猪才能获得新鲜的肉哦。	1	17	17												需求人物等级	9999								601		10	0	60210	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											27	0		0	0											
100255	1	1002	3	肚子又痛了！	肚子又痛了喵！但还是要撑到底喵！	未知领域	69999	21454			食舫斋老板	昨天晚上的感谢宴吃得怎么样呀！肯定和上次一样好吃得让人印象深刻吧！不过这次也有事要拜托呢！你看，最近的猪肉价格上涨得好厉害，再这样下去，村子里的人就要没有猪肉吃啦！麻烦猎人们帮忙去狩猎野猪吧！下次！会有更好吃的请猎人吃哦！	1	22	22			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											32	0		0	0											
100256	1	1002	3	隐秘的讨伐	完成不为人知的目标喵！超级神秘喵！	未知领域	69999	21454			名侦探古六郎	嘘！别出声！这次的行动是非常保密非常神秘的！你说内容？目标？那当然是：不！能！说！机密的资料已经放在补给箱里了！请一定按照说明进行行动！绝对不能有任何差错啊！	1	17	17			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											27	0		0	0											
100257	1	1002	3	猪口夺蜜	保护采蜜的猫猫们！	未知领域	69999				稀有食材探索委员会	好甜！好好吃啊！这么好吃的蜂蜜再也吃不到了就太可惜了！对！你！就是你！一起和我们一起去采蜜！我们采蜜，你来保护我们！野猪真的是太可怕啦！这样大家就有蜜吃啦！	1	27	27												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100258	1	1002	3	怪鸟与怪蛋	使用硬化蛋消灭大怪鸟喵！	未知领域	69999	21454			观鸟协会会员	上周在我观察大怪鸟的时候，突然被大怪鸟的蛋砸中了！我的观鸟设备都被砸坏了！太可恶了！没想到，大怪鸟的蛋如此坚硬！我要报仇！用大怪鸟的蛋去砸大怪鸟的头吧！让它自食其果！哈哈哈哈哈！	1	27	27			1	需求人物等级	40							需求人物等级	40								601		10	0	60040	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100259	1	1002	3	灭蛛良方	用远程武器消灭小鬼狩蛛！	未知领域	69999	21454			除八害委员会	鬼狩蛛的蛋孵出来啦，好多小鬼狩蛛！然后它们还会生蛋，然后再生更多的小鬼狩蛛！好可怕啊！太可怕啦！一定要尽早消灭它们！拿起弩！去消灭小鬼狩蛛！为了世界干净整洁！加油！	1	22	22			1	需求人物等级	40							需求人物等级	40								602		10	0	69999	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											32	0		0	0											
100260	1	1002	3	熔壳之法	使用猎人公会提供的火堆来消灭鬼狩蛛喵！	未知领域	69999	21454			甲壳种研究者	鬼狩蛛的壳是非常厚的！一般的刀刃都很难砍断。但是经过我多年的理论研究，我终于发现了他的甲壳的弱点，那就是--火！甲壳被高温的火灼烧之后，就会变软.但这一切都是理论！为了证明它的真实性，我已经在隐士之森放置了火堆！快去证明我的学说吧！	1	27	27			1	需求人物等级	40							需求人物等级	40								701		10	0	60050	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											37	0		0	0											
100261	1	1002	3	生物排雷术（删除）		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100262	1	1002	3	入侵！森林的幼年怪鸟！（删除）		未知领域	69999						1	10	10												需求人物等级	9999										10	0	60210	201	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											20	0		0	0											
100263	1	1002	16	投掷！野猪群！	讨伐野猪	投掷！野猪群！	50050	21454			狩猎道具贸易协会	上次的那批货用的还不错吧！这次来了一批新货！质量更高！更不容易炸到自己呢！快去实验吧！每一颗在猎人手中爆炸的手雷，都会成为我们进步的动力！	1	20	20			1	需求人物等级	10							需求人物等级	10	1									10	0	50050	201	16			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											30	0		0	0											
100264	1	1002	16	花火与野猪群	讨伐野猪	花火与野猪群	50050	21454			狩猎道具贸易协会	完蛋了！你知道狩猎道具也会过期的事吗？这批爆桶……太伤心了！与其浪费！不如全都送给猎人吧！	1	20	20			1	需求人物等级	10							需求人物等级	10	1									10	0	50050	201	16			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											30	0		0	0											
100265	1	1002	16	怒火！壮硕野猪	讨伐野猪	怒火！壮硕野猪	50050	21454			艾露炼金学会	猎人只有在危机的时候才能发出奥义喵！所以制作了喝下就会觉得危机的神奇的药水喵！喝了之后就会危机感满满喵！会变得很危险喵！大家快逃喵！	1	20	20			1	需求人物等级	10							需求人物等级	10	1									10	0	50050	201	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											30	0		0	0											
100266	1	1002	16	搬运！大怪鸟蛋！	缴纳大怪鸟的蛋	搬运！大怪鸟蛋！	60040	21454			喜欢小鸟的敏儿	把手伸出来！接着这只鸟儿！有没有觉得毛茸茸，很可爱？它就是大怪鸟的雏鸟呢！想不想自己也养一只？去把它的鸟蛋拿回来给我吧！	1	30	30			1	需求人物等级	20							需求人物等级	20	1									10	0	69999	201	16			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											40	0		0	0											
100267	1	1002	3	level02日常关卡测试17		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100268	1	1002	3	level02日常关卡测试18		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100269	1	1002	3	level02日常关卡测试19		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100270	1	1002	3	level02日常关卡测试20		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100271	1	1002	3	level02日常关卡测试21		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100272	1	1002	3	level02日常关卡测试22		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100273	1	1002	3	level02日常关卡测试23		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100274	1	1002	3	level02日常关卡测试24		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100275	1	1002	3	level02日常关卡测试25		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100276	1	1002	3	level02日常关卡测试26		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100277	1	1002	3	level02日常关卡测试27		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100278	1	1002	3	level02日常关卡测试28		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100279	1	1002	3	level02日常关卡测试29		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100280	1	1002	3	level02日常关卡测试30		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100281	1	1002	3	level02日常关卡测试31		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100282	1	1002	3	level02日常关卡测试32		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100283	1	1002	3	level02日常关卡测试33		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100284	1	1002	3	level02日常关卡测试34		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100285	1	1002	3	level02日常关卡测试35		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100286	1	1002	3	level02日常关卡测试36		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100287	1	1002	3	level02日常关卡测试37		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100288	1	1002	3	level02日常关卡测试38		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100289	1	1002	3	level02日常关卡测试39		未知领域	69999						1	5	5												需求人物等级	9999										10	0	60210	201	3			1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											15	0		0	0											
100351	1	1003	3	烟尘滚滚	使用烟雾弹来找到丢失的货物喵！	未知领域	69999	21454			烟雾弹匠人	咳！咳！咳！我的烟雾弹又自己爆炸了！我什么也看不见，然后我就撞到了沙龙王身上！太不幸了！太不幸了！我的货物都丢在沙漠里了，快去帮我找回吧！我这里有烟雾弹！可以让怪物无法发现你！快去快回吧！咳！咳！咳！怎么又爆炸了！	1	22	22			1	需求人物等级	40							需求人物等级	40								701		10	0	69999	301	3			0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1											32	0		0	0											
