#TSV
#============Begin of sheet============
@Sheet=ResourceTypeInfo
ResourceType	ResourceName	MainType	MidType	SubType	DefaultSkillID	CollectPriority	IgnoreTool
0	其他	0	0	0	300100004	13	0
1	矿	1	3	1	300100002	1	0
2	草	0	0	0	300100004	2	0
3	虫	1	3	2	300100003	3	0
4	鱼	1	3	3	300100004	4	1
5	蘑菇	0	0	0	300100004	5	0
6	蜂蜜	0	0	0	300100004	6	0
7	石块	0	0	0	300100004	7	0
8	大便	0	0	0	300100004	8	0
9	遗迹	0	0	0	300100004	9	0
10	怪物尸体	0	0	0	300100001	0	0
11	怪物部位	0	0	0	300100001	-1	0
12	骨堆	0	0	0	300100004	12	0
13	捕鱼	0	0	0	0	14	0
14	怪物特殊掉落	0	0	0	300100004	-2	0
15	猫遗迹	0	0	0	300100004	15	0
16	蛋	0	0	0	300100004	16	0
17	网	0	0	0	300100004	17	0
18	其他	0	0	0	300100004	18	0
#============End of sheet============

#============Begin of sheet============
@Sheet=采集点特殊掉落

#============End of sheet============

#============Begin of sheet============
@Sheet=采集点素材表
ResourceID	MapID	LevelMin	LevelMax	DifMin	DifMax	ResType	RichType	SpecTool	ToolLevel	ToolDmgProb	IsShared	GatherMin	GatherMax	CatGatherMin	CatGatherMax	ItemID	RltvProp	ItemAmountMin	ItemAmountMax	DeleteWhenFull	BuffID	ViewArcheTypeName	LifeTime
1009		1	200	1	3	18	1	0	1	0	1	4	4	0	0	408	30	1	1	0	0		0
1009		1	200	1	3	18	1	0	1	0	1	4	4	0	0	4540	10	1	1	0	0		0
1010		1	200	1	3	18	1	0	1	0	1	3	3	0	0	61	34	1	1	0	0		0
1010		1	200	1	3	18	1	0	1	0	1	3	3	0	0	4539	33	1	1	0	0		0
1010		1	200	1	3	18	1	0	1	0	1	3	3	0	0	4537	33	1	1	0	0		0
1011		1	200	1	3	18	1	0	1	0	1	1	1	0	0	6905	50	1	1	0	0		0
1011		1	200	1	3	18	1	0	1	0	1	1	1	0	0	1823	20	1	1	0	0		0
1011		1	200	1	3	18	1	0	1	0	1	1	1	0	0	62	30	1	1	0	0		0
1012		1	200	1	3	18	1	0	1	0	1	1	1	0	0	60	100	1	1	0	0		0
1013		1	200	1	3	18	1	0	1	0	1	1	1	0	0	1823	100	1	1	0	0		0
1014		1	200	1	3	18	1	0	1	0	1	1	1	0	0	4540	100	1	1	0	0		0
1015		1	200	1	3	18	1	0	1	0	1	1	1	0	0	64	100	1	1	0	0		0
1193		1	200	1	3	18	1	0	1	0	0	3	3	1	1	21028	100	1	1	0	0		0
1194		1	200	1	3	18	1	0	1	0	0	3	3	1	1	8	100	1	1	0	0		0
1195		1	200	1	3	18	1	0	1	0	0	3	3	1	1	21028	100	1	1	0	0		0
1196		1	200	1	3	18	1	0	1	0	0	3	3	1	1	21081	100	1	1	0	0		0
1197		1	200	1	3	18	1	0	1	0	1	3	3	0	0	339	100	1	1	0	0		0
1198		1	200	1	3	18	1	0	1	0	1	4	4	0	0	0	100	1	1	0	80000013		0
1199		1	200	1	3	18	1	0	1	0	1	10	10	0	0	0	100	1	1	0	80000014		0
1200		1	200	1	3	6	1	0	1	0	0	3	3	1	1	21100	100	1	1	0	0		0
1201		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4717	100	1	1	0	80000038		0
1202		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4718	100	1	1	0	10166		0
1203		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4719	100	1	1	0	10341		0
1204		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4720	100	1	1	0			0
1205		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4721	100	1	1	0			0
1206		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4722	100	1	1	0			0
1207		1	200	1	3	18	1	0	1	0	1	8	8	0	0	6908	100	5	5	0	0		0
1208		1	200	1	3	18	1	0	1	0	1	6	6	0	0	433	100	1	1	0	0		0
1209		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4810	100	1	1	0	80000027		0
1210		1	200	1	3	18	1	0	1	0	1	6	6	0	0	1227	50	2	2	1	0		0
1210		1	200	1	3	18	1	0	1	0	1	6	6	0	0	1228	50	2	2	1	0		0
1211		1	200	1	3	18	1	0	1	0	1	6	6	0	0	1212	50	2	2	1	0		0
1211		1	200	1	3	18	1	0	1	0	1	6	6	0	0	1211	50	2	2	1	0		0
1212		1	200	1	3	18	1	0	1	0	1	6	6	0	0	1229	50	1	1	1	0		0
1212		1	200	1	3	18	1	0	1	0	1	6	6	0	0	4811	50	2	2	1	0		0
1213		1	200	1	3	18	1	0	1	0	1	1	1	0	0	0	100	1	1	0	80000013		0
1214		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4723	100	1	1	0	0		0
1215		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4724	100	1	1	0	0		0
1216		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4813	100	1	1	0			0
1217		1	200	1	3	18	1	0	1	0	1	1	1	0	0	20965	100	1	1	0	0		0
1218		1	200	1	3	18	1	0	1	0	1	4	4	0	0	0	100	1	1	0	80000041		0
1219		1	200	1	3	18	1	0	1	0	1	1	1	0	0	0	100	1	1	0	80000041		0
1220		1	200	1	3	18	1	0	1	0	1	8	8	0	0	6915	100	5	5	0	0		0
1221		1	200	1	3	18	1	0	1	0	1	2	2	0	0	0	100	1	1	0	80000013		0
1222		1	200	1	3	18	1	0	1	0	1	2	2	0	0	0	100	1	1	0	80000041		0
1223		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4888	100	1	1	0	0		0
1224		1	200	1	3	18	1	0	1	0	1	3	3	0	0	433	100	1	1	0	0		0
1225		1	200	1	3	18	1	0	1	0	1	6	6	0	0	4890	100	1	1	0	0		0
1263		1	200	1	3	18	1	0	1	0	0	1	1	0	0	4727	100	1	1	0	0		0
1264		1	200	1	3	18	1	0	1	0	1	1	1	0	0	0	100	1	1	0	80000064		90
1265		1	200	1	3	18	1	0	1	0	1	1	1	0	0	0	100	1	1	0	80000064		0
1266		1	200	1	3	18	1	0	1	0	0	3	3	0	0	4725	100	1	1	0			0
1267		1	200	1	3	18	1	0	1	0	1	999	999	0	0	0	100	1	1	0	80000064		0
1268		1	200	1	3	18	1	0	1	0	1	1	1	0	0	0	100	1	1	0	80000064		0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	8	62	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	40382	20	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	22758	4	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	22759	4	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	22760	4	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	22761	4	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	22762	1	1	1	0			0
1269		1	200	1	3	18	1	0	1	0	0	3	3	0	0	4813	1	1	1	0			0
1270		1	200	1	3	18	1	0	1	0	0	2	2	0	0	4945	100	1	1	0			0
1271		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10195	60	1	2	0			0
1271		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10196	20	1	2	0			0
1271		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10197	20	1	2	0			0
1272		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10195	20	1	2	0			0
1272		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10196	60	1	2	0			0
1272		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10197	20	1	2	0			0
1273		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10195	20	1	2	0			0
1273		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10196	20	1	2	0			0
1273		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10197	60	1	2	0			0
1274		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10195	35	1	2	0			0
1274		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10196	35	1	2	0			0
1274		1	200	1	3	18	1	0	1	0	0	5	5	0	0	10197	35	1	2	0			0
1275		1	200	1	3	18	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
1276		1	200	1	3	18	1	0	1	0	0	1	1	1	1	4824	100	1	1	1	0		
1277		1	200	1	3	3	1	0	1	15	0	1	1	0	0	21518	20	1	1	0	0		0
1277		1	200	1	3	3	1	0	1	15	0	1	1	0	0	21519	25	1	1	0	0		0
1277		1	200	1	3	3	1	0	1	15	0	1	1	0	0	21520	25	1	1	0	0		0
1277		1	200	1	3	3	1	0	1	15	0	1	1	0	0	21521	30	1	1	0	0		0
2001		1	200	1	3	5	1	0	1	0	1	2	2	0	0	21204	20	1	1	0	0		0
2001		1	200	1	3	5	1	0	1	0	1	2	2	0	0	1227	50	1	3	1	0		0
2001		1	200	1	3	5	1	0	1	0	1	2	2	0	0	1228	50	1	2	1	0		0
2002		1	200	1	3	5	2	0	1	0	1	2	2	0	0	1210	100	1	2	1	0		0
2002		1	200	1	3	5	2	0	1	0	1	2	2	0	0	21205	20	1	1	0	0		0
2003		1	200	1	3	5	1	0	1	0	1	2	2	0	0	1227	70	1	2	1	0		0
2003		1	200	1	3	5	1	0	1	0	1	2	2	0	0	1228	70	1	2	1	0		0
2004		1	200	1	3	5	2	0	1	0	1	2	2	0	0	1211	40	1	2	1	0		0
2004		1	200	1	3	5	2	0	1	0	1	2	2	0	0	1227	70	1	2	1	0		0
2004		1	200	1	3	5	2	0	1	0	1	2	2	0	0	1228	70	1	2	1	0		0
2005		1	200	1	3	5	2	0	1	0	1	1	1	0	0	21205	100	1	1	0	1010683		0
2006		1	200	1	3	5	2	0	1	0	1	1	1	0	0	21205	100	1	1	0	1010683	LevelCommon.SceneObject.PvpBall	0
3001	1001	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3001	1001	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3002	1002	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3002	1002	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3003	1003	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3003	1003	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3004	1004	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3004	1004	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3005	1005	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3005	1005	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3006	1006	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3006	1006	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3007	1007	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3007	1007	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3008	1008	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3008	1008	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3009	1009	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3009	1009	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3010	1010	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3010	1010	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3011	1011	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3011	1011	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3012	1012	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3012	1012	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3013	1013	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3013	1013	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3014	1014	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3014	1014	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3015	1015	1	200	1	3	16	1	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3015	1015	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3017	1017	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3017	1017	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3020	1020	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3020	1020	1	200	1	3	16	2	0	1	0	1	99	99	0	0	0	100	1	1		80000007		0
3101	1001	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3101	1001	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3102	1002	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3102	1002	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3103	1003	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3103	1003	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3104	1004	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3104	1004	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3105	1005	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3105	1005	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3106	1006	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3106	1006	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3107	1007	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3107	1007	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3108	1008	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3108	1008	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3109	1009	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3109	1009	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3110	1010	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3110	1010	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3111	1011	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3111	1011	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3112	1012	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3112	1012	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3113	1013	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3113	1013	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3114	1014	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3114	1014	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3115	1015	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3115	1015	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3117	1017	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3117	1017	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3120	1020	1	200	1	3	7	1	0	1	0	0	3	3	1	1	21177	100	1	1		0		0
3120	1020	1	200	1	3	7	2	0	1	0	0	3	3	1	1	5	100	1	1		0		0
3201	1001	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3201	1001	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3202	1002	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3202	1002	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3203	1003	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3203	1003	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3204	1004	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3204	1004	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3205	1005	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3205	1005	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3206	1006	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3206	1006	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3207	1007	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3207	1007	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3208	1008	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3208	1008	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3209	1009	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3209	1009	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3210	1010	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3210	1010	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3211	1011	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3211	1011	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3212	1012	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3212	1012	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3213	1013	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3213	1013	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3214	1014	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3214	1014	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3215	1015	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3215	1015	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3217	1017	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3217	1017	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3220	1020	1	200	1	3	8	1	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
3220	1020	1	200	1	3	8	2	0	1	0	0	3	3	1	1	21101	100	1	1		0		0
8000		40	200	1	3	18	1	0	1	0	1	1	1	0	0	4800	100	1	1	0	0		0
8001		40	200	1	3	18	1	0	1	0	1	1	1	0	0	4801	100	1	1	0	0		0
8002		40	200	1	3	18	1	0	1	0	0	3	3	0	0	4802	100	10	10	0	0		0
8003		40	200	1	3	18	1	0	1	0	0	99	99	0	0	4803	100	10	10	0	0		0
8004		40	200	1	3	18	1	0	1	0	1	1	1	0	0	0	100	1	1	0	60024		0
8005		40	200	1	3	18	1	0	1	0	0	3	3	0	0	6906	100	20	20	0	0		0
8006		40	200	1	3	18	1	0	1	0	0	3	3	0	0	6907	100	20	20	0	0		0
8007		40	200	1	3	18	1	0	1	0	0	3	3	0	0	4804	100	10	10	0	0		0
8008		1	200	1	3	18	1	0	1	0	1	1	1	0	0	4808	100	1	1	0	0		0
8009		1	200	1	3	18	1	0	1	0	1	1	1	0	0	4828	100	1	1	0			0
8010		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4814	80	2	3	0			0
8010		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4829	20	1	1	0			0
8011		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4817	80	2	3	0			0
8011		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4829	20	1	1	0			0
8012		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4818	50	2	2	0			0
8012		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4821	50	2	3	0			0
8013		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4822	80	2	3	0			0
8013		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4829	20	1	1	0			0
8014		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4820	80	2	3	0			0
8014		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4829	20	1	1	0			0
8015		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4811	50	1	2	0			0
8015		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4814	50	2	3	0			0
8016		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4816	80	2	3	0			0
8016		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4829	20	1	1	0			0
8017		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4815	80	2	3	0			0
8017		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4829	20	1	1	0			0
8018		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4819	50	1	2	0			0
8018		1	200	1	3	18	1	0	1	0	0	5	5	0	0	4817	50	2	3	0			0
8019		1	200	1	3	18	1	0	1	0	1	1	1	0	0	100529	100	1	1	0			0
8020		1	200	1	3	18	1	0	1	0	1	1	1	0	0	190529	100	1	1	0			0
8021		1	200	1	3	18	1	0	1	0	1	1	1	0	0	140529	100	1	1	0			0
8022		1	200	1	3	18	1	0	1	0	1	1	1	0	0	110529	100	1	1	0			0
8023		1	200	1	3	18	1	0	1	0	1	1	1	0	0	120530	100	1	1	0			0
8024		1	200	1	3	18	1	0	1	0	1	1	1	0	0	130530	100	1	1	0			0
8025		1	200	1	3	18	1	0	1	0	1	1	1	0	0	150530	100	1	1	0			0
8026		1	200	1	3	18	1	0	1	0	1	1	1	0	0	190530	100	1	1	0			0
