#TSV
#============Begin of sheet============
@Sheet=GuideActionIdMap
ID	Index
30614	399
30615	400
30616	401
30617	402
30618	403
30619	404
30620	405
30621	406
30622	407
30623	408
30624	409
30625	410
30626	411
30627	412
30628	413
30629	414
30630	415
30701	416
30702	417
30703	418
30704	419
30705	420
30706	421
30707	422
30708	423
30709	424
30710	425
30711	426
30712	427
30713	428
30714	429
30715	430
30716	431
30717	432
30718	433
30719	434
30720	435
30721	436
30722	437
30723	438
30724	439
30725	440
30726	441
30727	442
30728	443
30729	444
30730	445
30801	446
30802	447
30803	448
30804	449
30805	450
30806	451
30807	452
30808	453
30809	454
30810	455
30811	456
30812	457
30813	458
30814	459
30815	460
30816	461
30817	462
30818	463
30819	464
30820	465
30821	466
30822	467
30823	468
30824	469
30825	470
30826	471
30827	472
30828	473
30829	474
30830	475
30831	476
30901	477
30902	478
30903	479
30904	480
30905	481
30906	482
30907	483
30908	484
30909	485
30910	486
30911	487
30912	488
30913	489
30914	490
30915	491
30916	492
30917	493
30918	494
30919	495
30920	496
30921	497
30922	498
30923	499
30924	500
30925	501
30926	502
30927	503
30928	504
30929	505
30930	506
31001	507
31002	508
31003	509
31004	510
31005	511
31006	512
31007	513
31008	514
31009	515
31010	516
31011	517
31012	518
31013	519
31014	520
31015	521
31016	522
31017	523
31018	524
31019	525
31020	526
31021	527
31022	528
31023	529
31024	530
31025	531
31026	532
31027	533
31028	534
31029	535
31030	536
40001	537
40002	538
40003	539
40004	540
40005	541
40006	542
40007	543
40008	544
40009	545
50101	546
50102	547
50103	548
50104	549
50105	550
50106	551
50107	552
50108	553
50109	554
50110	555
50201	556
50202	557
50203	558
50204	559
50205	560
50206	561
50207	562
50208	563
50209	564
50210	565
50211	566
50212	567
50213	568
50301	569
50302	570
50303	571
50304	572
50305	573
50306	574
50307	575
50308	576
50309	577
50310	578
50311	579
50312	580
50313	581
50401	582
50402	583
50403	584
50404	585
50405	586
50406	587
50407	588
50408	589
50409	590
50410	591
50411	592
50412	593
50413	594
50501	595
50502	596
50503	597
50504	598
50505	599
50506	600
50507	601
50508	602
50509	603
50510	604
50601	605
50602	606
50603	607
50604	608
50605	609
50606	610
50607	611
50608	612
50609	613
50610	614
50611	615
50612	616
50613	617
50701	618
50702	619
50703	620
50704	621
50705	622
50706	623
50707	624
50708	625
50709	626
50710	627
50711	628
50712	629
50713	630
50801	631
50802	632
50803	633
50804	634
50805	635
50806	636
50807	637
50808	638
50809	639
50810	640
50811	641
50812	642
50813	643
50901	644
50902	645
50903	646
50904	647
50905	648
50906	649
50907	650
50908	651
50909	652
50910	653
50911	654
50912	655
50913	656
51001	657
51002	658
51003	659
51004	660
51005	661
51006	662
51007	663
51008	664
51009	665
51010	666
51011	667
51012	668
#============End of sheet============

#============Begin of sheet============
@Sheet=GuideBookAction
ID	Chapter	Action	NeedFinishCount	Param1	Param2	Param3	Param4	Description	Detail	AdvantageLevel	WeaponLimit
10001	1	1	1				201046	完成关键关卡：野猪的讨伐	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	201046	
10002	1	1	1				100111	完成关键关卡：试炼！蓝速龙王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100111	
10003	1	1	1				100201	完成关键关卡：试炼！大野猪王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100201	
10004	1	1	1				100101	完成关键关卡：试炼！河狸兽	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100101	
10005	1	1	1				203046	完成关键关卡：小沙龙的讨伐	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	203046	
10006	1	1	1				100211	完成关键关卡：试炼！大怪鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100211	
10007	1	1	1				100411	完成关键关卡：试炼！桃毛兽王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100411	
10008	1	1	1				100221	完成关键关卡：试炼！鬼狩蛛	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100221	
10009	1	1	1				100311	完成关键关卡：试炼！沙狸兽	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100311	
10010	1	1	1				205045	完成关键关卡：奇面族的讨伐	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	205045	
10011	1	1	1				100321	完成关键关卡：试炼！沙雷鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100321	
10012	1	1	1				100401	完成关键关卡：试炼！毒怪鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100401	
10013	1	1	1				207046	完成关键关卡：奇面族的讨伐	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	207046	
10014	1	1	1				100701	完成关键关卡：试炼！将军镰蟹	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100701	
10015	1	1	1				100421	完成关键关卡：试炼！大名盾蟹	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100421	
10016	1	1	1				206045	完成关键关卡：镰蟹的讨伐	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	206045	
10017	1	1	1				100721	完成关键关卡：试炼！骇狩蛛	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100721	
10018	1	1	1				100711	完成关键关卡：试炼！紫毒鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100711	
10019	1	1	1				100801	完成关键关卡：试炼！雪狮子王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100801	
10020	1	1	1				100501	完成关键关卡：试炼！电龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100501	
10021	1	1	1				100741	完成关键关卡：试炼！岩龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100741	
10022	1	1	1				100212	完成关键关卡：挑战！大怪鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100212	
10023	1	1	1				100412	完成关键关卡：挑战！桃毛兽王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100412	
10024	1	1	1				100332	完成关键关卡：挑战！沙龙王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100332	
10025	1	1	1				100705	完成关键关卡：挑战！剑豪镰蟹	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100705	
10026	1	1	1				100821	完成关键关卡：挑战！冰雷鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100821	
10027	1	1	1				100631	完成关键关卡：挑战！黑狼鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100631	
10028	1	1	1				100512	完成关键关卡：挑战！青怪鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100512	
10029	1	1	1				100622	完成关键关卡：挑战！眠鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100622	
10030	1	1	1				100811	完成关键关卡：挑战！红电龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100811	
10031	1	1	1				101131	完成关键关卡：挑战！电甲虫	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101131	
10032	1	1	1				101101	完成关键关卡：挑战！雌火龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101101	
10033	1	1	1				101021	完成关键关卡：挑战！一角龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101021	
10034	1	1	1				100531	完成关键关卡：挑战！剑极狼	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100531	
10035	1	1	1				100341	完成关键关卡：挑战！砂岩龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100341	
10036	1	1	1				100646	完成关键关卡：挑战！金眠鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100646	
10037	1	1	1				101041	完成关键关卡：挑战！角龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101041	
10038	1	1	1				101431	完成关键关卡：挑战！轰龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101431	
10039	1	1	1				101421	完成关键关卡：挑战！铠龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101421	
10040	1	1	1				406003	完成关键关卡：挑战！葵盾蟹	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	406003	
10041	1	1	1				420001	完成关键关卡：挑战！雷狼龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	420001	
10042	1	1	1				417005	完成关键关卡：挑战！金狮子	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	417005	
10043	1	1	1				100431	完成关键关卡：挑战！霞龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	100431	
10044	1	1	1				120201	完成关键关卡：挑战！吞渊龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	120201	
10045	1	1	1				101711	完成关键关卡：挑战！钢龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	101711	
10046	1	1	1				140701	完成关键关卡：挑战！荒厄龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	140701	
10047	1	1	1				401003	完成关键关卡：精英！河狸兽	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	401003	
10048	1	1	1				404007	完成关键关卡：精英！毒怪鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	404007	
10049	1	1	1				405003	完成关键关卡：精英！白速龙王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	405003	
10050	1	1	1				206022	完成关键关卡：猛突！竞速漂移！	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	206022	
10051	1	1	1				203026	完成关键关卡：沙尘中的暴走族	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	203026	
10052	1	1	1				407013	完成关键关卡：精英！将军镰蟹	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	407013	
10053	1	1	1				401004	完成关键关卡：精英！战鬼河狸兽	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	401004	
10054	1	1	1				220017	完成关键关卡：防御！无懈可击	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	220017	
10055	1	1	1				208024	完成关键关卡：看不见的偷袭者	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	208024	
10056	1	1	1				407018	完成关键关卡：精英！晶岩龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	407018	
10057	1	1	1				407019	完成关键关卡：精英！银眠鸟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	407019	
10058	1	1	1				410007	完成关键关卡：精英！吞龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	410007	
10059	1	1	1				217030	完成关键关卡：预警！雪崩临界点	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	217030	
10060	1	1	1				220018	完成关键关卡：连美梦都一起吃掉	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	220018	
10061	1	1	1				410008	完成关键关卡：精英！断刃一角龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	410008	
10062	1	1	1				406010	完成关键关卡：精英！星龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	406010	
10063	1	1	1				414012	完成关键关卡：精英！爆锤龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	414012	
10064	1	1	1				214029	完成关键关卡：火山联合大作战	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	214029	
10065	1	1	1				220011	完成关键关卡：王与后！双炎加冕	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	220011	
10066	1	1	1				411006	完成关键关卡：精英！苍火龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	411006	
10067	1	1	1				406012	完成关键关卡：精英！灰晶蝎	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	406012	
10068	1	1	1				411007	完成关键关卡：精英！烈焰女王	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	411007	
10069	1	1	1				214030	完成关键关卡：震颤的大地	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	214030	
10070	1	1	1				214023	完成关键关卡：红蓝飞行队	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	214023	
10071	1	1	1				420005	完成关键关卡：精英！雷狼龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	420005	
10072	1	1	1				420006	完成关键关卡：精英！狞龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	420006	
10073	1	1	1				414017	完成关键关卡：精英！炎轰龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	414017	
10074	1	1	1				210032	完成关键关卡：弹幕！绯祸之空	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	210032	
10075	1	1	1				220019	完成关键关卡：红颜烈破，暴兽无双	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	220019	
10076	1	1	1				415003	完成关键关卡：精英！麒麟	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	415003	
10077	1	1	1				411008	完成关键关卡：精英！灭星龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	411008	
10078	1	1	1				414007	完成关键关卡：精英！黑铠龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	414007	
10079	1	1	1				207036	完成关键关卡：金光肆虐，火焰横行	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	207036	
10080	1	1	1				451102	完成关键关卡：不如跳舞	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	451102	
10081	1	1	1				457005	完成关键关卡：精英！御五相	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	457005	
10082	1	1	1				416001	完成关键关卡：精英！舞雷龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	416001	
10083	1	1	1				415004	完成关键关卡：精英！金火龙	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	415004	
10084	1	1	1				216011	完成关键关卡：黄金之王，天雷初开	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	216011	
10085	1	1	1				451103	完成关键关卡：竞技场的黄金定律	通过委托板（N）中接取有关键标识的狩猎任务，完成后可以获得大量经验，快速提升等级。	451103	
20101	2	6	1				50011	锻造晓风大剑	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备锻造。		1
20102	2	3	1				50011	升级晓风大剑	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备锻造。		1
20103	2	5	1				50012	派生乱牙大剑	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备锻造。	100101	1
20104	2	11	1				100000602	装备紧急回避	在武器（H）面板可以装备武器奥义，大剑通常都是使用拔刀蓄力攻击，装备奥义紧急回避后，回避结束可以自动收刀，比较适合大剑。		1
20105	2	11	1				100102201	装备轰坠杀	在武器（H）面板可以装备武器奥义，装备大剑奥义轰坠杀。		1
20106	2	11	1				100000602	装备奔流破	在武器（H）面板可以装备武器奥义，装备大剑奥义奔流破。		1
20107	2	8	1	1			1	换为激斗模式	在武器（H）面板可以进行武器风格切换，大剑是很适合使用激斗风格的武器，触发激斗状态后大剑的攻击相当于三级蓄力斩。		1
20108	2	5	1				102002	派生乱牙大剑【涓】	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集指定怪物素材后，可前往雷欧处进行装备派生。	100102	1
20109	2	5	1				103002	派生乱牙大剑【湍】	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集指定怪物素材后，可前往雷欧处进行装备派生。	401003	1
20110	2	6	1				50013	锻造骨刀	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集足量怪物素材后，可前往雷欧处进行装备锻造。		1
20111	2	5	1				101003	派生骨刀【髋】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。		1
20112	2	5	1				102003	派生骨刀【椎】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。		1
20113	2	5	1				50736	派生劫·发动机	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	1
20114	2	5	1				103716	派生劫·发动机【千升】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	1
20115	2	5	1				104716	派生劫·发动机【万升】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	1
20201	2	6	1				54011	锻造晓风大锤	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备锻造。		2
20202	2	3	1				54011	升级晓风大锤	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备升级。		2
20203	2	5	1				54012	派生河狸头槌	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备派生。	100101	2
20204	2	11	1				100000604	装备紧急回避.临战	在武器（H）面板可以装备武器奥义，大锤大部分时间都处于拔刀状态，紧急回避.临战在躲避后不会收刀，比较适合大锤。		2
20205	2	11	1				100202001	装备陨星	在武器（H）面板可以装备武器奥义，装备大锤奥义陨星。		2
20206	2	11	1				100202301	装备巨锤审判	在武器（H）面板可以装备武器奥义，装备大锤奥义巨锤审判。		2
20207	2	8	1	2			0	换为MHO模式	在武器（H）面板可以进行武器风格切换，大锤的机动性较高，不需要激斗模式也能保持较高的安全性。		2
20208	2	5	1				142002	派生河狸头槌【涓】	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集指定怪物素材后，可前往雷欧处进行装备派生。	100102	2
20209	2	5	1				143002	派生河狸头槌【湍】	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集指定怪物素材后，可前往雷欧处进行装备派生。	401003	2
20210	2	6	1				54013	锻造骨锤	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集足量怪物素材后，可前往雷欧处进行装备锻造。		2
20211	2	5	1				141003	派生骨锤【髋】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。		2
20212	2	5	1				142003	派生骨锤【椎】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。		2
20213	2	5	1				54736	派生劫·齿轮	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	2
20214	2	5	1				143716	派生劫·黄铜齿轮	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	2
20215	2	5	1				144716	派生劫·冶金齿轮	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	2
20301	2	6	1				57001	锻造晓风之枪	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备锻造。		3
20302	2	3	1				57001	升级晓风之枪	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备升级。		3
20303	2	5	1				57002	派生森流枪	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集足量怪物素材后，可前往雷欧处进行装备派生。	100101	3
20304	2	11	1				100000602	装备紧急回避	在武器（H）面板可以装备武器奥义，长枪的机动性非常低，紧急回避在躲避后可以自动收刀，非常适合躲避后再追击怪物。		3
20305	2	11	1				100301101	装备疾风赤焰刺	在武器（H）面板可以装备武器奥义，装备长枪奥义疾风赤焰刺。		3
20306	2	11	1				100301104	装备铁壁战意御	在武器（H）面板可以装备武器奥义，装备长枪铁壁战意御。		3
20307	2	8	1	3			0	换为MHO模式	在武器（H）面板可以进行武器风格切换，长枪的防御性能较高，不需要激斗模式也能保持较高的安全性。		3
20308	2	5	1				172002	派生森流枪【涓】	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集指定怪物素材后，可前往雷欧处进行装备派生。	100102	3
20309	2	5	1				173002	派生森流枪【湍】	河狸兽狩猎难度低，武器性价比尚可，是很适合新手猎人开荒的武器。收集指定怪物素材后，可前往雷欧处进行装备派生。	401003	3
20310	2	6	1				57004	锻造骨标枪	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集足量怪物素材后，可前往雷欧处进行装备锻造。		3
20311	2	5	1				171003	派生骨标枪【髋】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。		3
20312	2	5	1				172004	派生骨标枪【椎】	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。		3
20313	2	5	1				57736	派生劫·刺枪	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	3
20314	2	5	1				173716	派生劫·破魔刺枪	劫龙的武器在低星级的怪物中性能非常出色，用来过渡是非常好的选择。收集指定怪物素材后，可前往雷欧处进行装备派生。	410024	3
