#TSV
#============Begin of sheet============
@Sheet=LevelInfo
LevelID	BGType	MapID	LevelMode	LevelName	UIShowLevelTarget	ShowMonsterName	ShowMonsterID	UIDropList	DailyFirstUIDropList	UIWarningDropList	UIEntrustNpc	LevelDesc	Difficulty	LevelLv	MonsterLv	IsStarHunt	关联活动ID	解锁类型	基本解锁条件类别	基本解锁条件参数	额外解锁条件1类别	额外解锁条件1参数1	额外解锁条件1参数2	额外解锁条件2类别	额外解锁条件2参数1	额外解锁条件2参数2	需求等级类别	需求等级参数	消耗狩猎券	支付契约金	额外需求条件类别	需求条件参数1	需求条件参数2	允许匹配的武器等级	允许匹配的防具等级总和	HunterBox	MonsterOverView	FinishCountDown	InitScore	BossID	WeatherID	QuestMode	逻辑关卡组ID	逻辑关卡组Name	monsterlevel_rule	BOSS_match	BOSS_攻击系数	BOSS_属性攻击系数	BOSS_HP系数	BOSS_等级浮动	小怪_match	小怪_攻击系数	小怪_属性攻击系数	小怪_HP系数	小怪_等级浮动	BOSS多人因子开关	小怪多人因子开关	BossPBMul	BossLBMul	BossFDMul	BossPoisonMul	BossParalysisMul	BossSleepMul	BossDynamiteMul	BossStunMul	BossPoisonOpen	BossParalysisOpen	BossSleepOpen	BossDynamiteisOpen	BossStunOpen	OffcerLv	OffcierHR	WarningGroupID	EnableLemonSystem	DisableCatFood	EnableSoulStone	BigRandLvMin	BigRandLvMax	BigRandWeaponLvMin	BigRandWeaponLvMax	BigRandArmorLvMin	BigRandArmorLvMax	WeaponLimit	狩猎包开关	解锁等级	需求玩家等级
200111	1	1401	10	两只野兽的进击		竞技场	0						2	5	5												需求人物等级	9999										60		60010;60030	0	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200112	1	1001	10	河狸兽来袭！		河狸兽	60010						2	5	5												需求人物等级	9999										60		60010	101	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200113	1	1001	10	讨伐蓝速龙王		蓝速龙	60020						2	5	5												需求人物等级	9999										60		60020	101	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200114	1	1002	10	突进野猪王		大野猪王	60030						2	5	5												需求人物等级	9999										60		60030	201	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200115	1	1001	10	要饲养河狸兽？		河狸兽	60010						2	5	5												需求人物等级	9999										60		60010	101	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200116	1	1001	10	商人的请求		蓝速龙王	60020						2	5	5												需求人物等级	9999										60		60020	101	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200117	1	1002	10	美味盛宴		大野猪王	60030						2	5	5												需求人物等级	9999										60		60030	201	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200118	1	1002	10	森中大怪鸟		大怪鸟	60040						2	10	10												需求人物等级	9999										60		60040	201	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	20	0					20	40	20	40	50	200				
200119	1	1401	10	太刀极意-河狸兽		竞技场	60010						2	5	5												需求人物等级	9999										60		60010	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200120	1	1401	10	王者大剑-河狸兽		竞技场	60010						2	5	5												需求人物等级	9999										60		60010	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200121	1	1401	10	全能片手-河狸兽		竞技场	60010						2	5	5												需求人物等级	9999										60		60010	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200122	1	1401	10	弓箭河狸兽		竞技场	60010						2	5	5												需求人物等级	9999										60		60010	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200123	1	1401	10	粉碎之锤-河狸兽		竞技场	60010						2	5	5												需求人物等级	9999										60		60010	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200124	1	1401	10	喧嚣弩炮-河狸兽		竞技场	60010						2	5	5												需求人物等级	9999										60		60010	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200125	1	1401	10	太刀极意-大野猪王		竞技场	60030						2	5	5												需求人物等级	9999										60		60030	0	10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200126	1	1401	10	王者大剑-大野猪王		竞技场	60030						2	5	5												需求人物等级	9999										60		60030	0	10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200127	1	1401	10	全能片手-大野猪王		竞技场	60030						2	5	5												需求人物等级	9999										60		60030	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200128	1	1401	10	弓箭大野猪王		竞技场	60030						2	5	5												需求人物等级	9999										60		60030	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200129	1	1401	10	粉碎之锤-大野猪王		竞技场	60030						2	5	5												需求人物等级	9999										60		60030	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200130	1	1401	10	喧嚣弩炮-大野猪王		竞技场	60030						2	5	5												需求人物等级	9999										60		60030	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200131	1	1401	10	太刀极意-蓝速龙王		竞技场	60020						2	5	5												需求人物等级	9999										60		60020	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200132	1	1401	10	王者大剑-蓝速龙王		竞技场	60020						2	5	5												需求人物等级	9999										60		60020	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200133	1	1401	10	全能片手-蓝速龙王		竞技场	60020						2	5	5												需求人物等级	9999										60		60020	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200134	1	1401	10	弓箭蓝速龙王		竞技场	60020						2	5	5												需求人物等级	9999										60		60020	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200135	1	1401	10	粉碎之锤-蓝速龙王		竞技场	60020						2	5	5												需求人物等级	9999										60		60020	0	10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200136	1	1401	10	喧嚣弩炮-蓝速龙王		竞技场	60020						2	5	5												需求人物等级	9999										60		60020	0	10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200201	1	1002	10	怪鸟的地狱耳		大怪鸟	60040						2	5	5												需求人物等级	9999										60		60040	201	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200202	1	1003	10	头部高能？破坏！		黄速龙王	60060						2	5	5												需求人物等级	9999										60		60060	301	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200203	1	1002	10	破坏并且斩断！		鬼狩蛛	60050						2	5	5												需求人物等级	9999										60		60050	201	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200204	1	1401	10	进击的怪鸟		竞技场	0						2	5	5												需求人物等级	9999										60		60040	0	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200205	1	1401	10	无尽的华尔兹		竞技场	0						2	5	5												需求人物等级	9999										60		60060	0	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200206	1	1401	10	鬼神的挑战		竞技场	0						2	5	5												需求人物等级	9999										60		60050	0	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200207	1	1401	10	羊库库的挑战邀请		竞技场	0						2	5	5												需求人物等级	9999										60		60040;60060	0	10			1	1	1	1	0.9	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200208	1	1401	10	猎人的证明		竞技场	0						2	5	5												需求人物等级	9999										60		60010;60040	0	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200209	1	1401	10	绝境的战斗		竞技场	0						2	5	5												需求人物等级	9999										60		60010;60060	0	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200210	1	1002	10	毕业的证明		大怪鸟	60040						2	5	5												需求人物等级	9999										60		60040	201	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200211	1	1003	10	死亡麻痹		黄速龙王	60060						2	5	5												需求人物等级	9999										60		60060	301	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200212	1	1002	10	鬼面狩猎者		鬼狩蛛	60050						2	5	5												需求人物等级	9999										60		60050	201	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200213	1	1002	10	羊库库捕获作战！		大怪鸟	60040						2	5	5												需求人物等级	9999										60		60040	201	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200214	1	1003	10	麻痹牙的价值		黄速龙王	60060						2	5	5												需求人物等级	9999										60		60060	301	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200215	1	1002	10	大量需求蜘蛛丝		鬼狩蛛	60050						2	5	5												需求人物等级	9999										60		60050	201	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200216	1	1002	10	豪牙逆袭		大野猪王	60030						2	5	5												需求人物等级	9999										60		60030	201	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200217	1	1001	10	疯狂的河狸兽		河狸兽	60010						2	5	5												需求人物等级	9999										60		60010	101	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200218	1	1001	10	蓝色风暴		蓝速龙	60020						2	5	5												需求人物等级	9999										60		60020	101	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200219	1	1003	10	沙中猛兽		沙狸兽	60011						2	5	5												需求人物等级	9999										60		60011	301	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200220	1	1401	10	部落首领之战		竞技场	0						2	5	5												需求人物等级	9999										60		60020;60060	0	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200221	1	1401	10	鸟龙种包围战战		竞技场	0						2	5	5												需求人物等级	9999										60		60020;60040	0	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200222	1	1401	10	竞技场的漂移之神		竞技场	0						2	5	5												需求人物等级	9999										60		60030;60060	0	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200223	1	1401	10	猛进的羊库库		竞技场	0						2	5	5												需求人物等级	9999										60		60030;60040		10			1	1	1	1	0.9	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200224	1	1401	10	太刀极意-大怪鸟		竞技场	60040						2	5	5												需求人物等级	9999										60		60040		10			0	1	1	1	1.3	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200225	1	1401	10	王者大剑-大怪鸟		竞技场	60040						2	5	5												需求人物等级	9999										60		60040		10			0	1	1	1	1.3	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200226	1	1401	10	全能片手-大怪鸟		竞技场	60040						2	5	5												需求人物等级	9999										60		60040		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200227	1	1401	10	弓箭大怪鸟		竞技场	60040						2	5	5												需求人物等级	9999										60		60040		10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200228	1	1401	10	粉碎之锤-大怪鸟		竞技场	60040						2	5	5												需求人物等级	9999										60		60040		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200229	1	1401	10	喧嚣弩炮-大怪鸟		竞技场	60040						2	5	5												需求人物等级	9999										60		60040		10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200230	1	1401	10	太刀极意-黄速龙王		竞技场	60060						2	5	5												需求人物等级	9999										60		60060		10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200231	1	1401	10	王者大剑-黄速龙王		竞技场	60060						2	5	5												需求人物等级	9999										60		60060		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200232	1	1401	10	全能片手-黄速龙王		竞技场	60060						2	5	5												需求人物等级	9999										60		60060		10			0	1	1	1	1.2	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200233	1	1401	10	弓箭黄速龙王		竞技场	60060						2	5	5												需求人物等级	9999										60		60060		10			0	1	1	1	1.2	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200234	1	1401	10	粉碎之锤-黄速龙王		竞技场	60060						2	5	5												需求人物等级	9999										60		60060		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200235	1	1401	10	喧嚣弩炮-黄速龙王		竞技场	60060						2	5	5												需求人物等级	9999										60		60060		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200301	1	1003	10	调查雷鸣沙海		沙狸兽	60011						2	5	5												需求人物等级	9999										60		60011	301	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200302	1	1004	10	猛毒侵袭		毒怪鸟	60070						2	5	5												需求人物等级	9999										60		60070	401	10			1	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200303	1	1004	10	挑衅的野兽		桃毛兽王	60080						2	5	5												需求人物等级	9999										60		60080	401	10			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200304	1	1401	10	太刀极意-毒怪鸟		竞技场	60070						2	5	5												需求人物等级	9999										60		60070		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200305	1	1401	10	王者大剑-毒怪鸟		竞技场	60070						2	5	5												需求人物等级	9999										60		60070		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200306	1	1401	10	全能片手-毒怪鸟		竞技场	60070						2	5	5												需求人物等级	9999										60		60070		10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200307	1	1401	10	弓箭毒怪鸟		竞技场	60070						2	5	5												需求人物等级	9999										60		60070		10			0	1	1	1	0.3	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200308	1	1401	10	粉碎之锤-毒怪鸟		竞技场	60070						2	5	5												需求人物等级	9999										60		60070		10			0	1	1	1	0.3	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200309	1	1401	10	喧嚣弩炮-毒怪鸟		竞技场	60070						2	5	5												需求人物等级	9999										60		60070		10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200310	1	1401	10	太刀极意-沙狸兽		竞技场	60011						2	5	5												需求人物等级	9999										60		60011		10			0	1	1	1	0.5	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200311	1	1401	10	王者大剑-沙狸兽		竞技场	60011						2	5	5												需求人物等级	9999										60		60011		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200312	1	1401	10	全能片手-沙狸兽		竞技场	60011						2	5	5												需求人物等级	9999										60		60011		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200313	1	1401	10	弓箭沙狸兽		竞技场	60011						2	5	5												需求人物等级	9999										60		60011		10			0	1	1	1	1.4	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200314	1	1401	10	粉碎之锤-沙狸兽		竞技场	60011						2	5	5												需求人物等级	9999										60		60011		10			0	1	1	1	2	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200315	1	1401	10	喧嚣弩炮-沙狸兽		竞技场	60011						2	5	5												需求人物等级	9999										60		60011		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200316	1	1401	10	太刀极意-桃毛兽王		竞技场	60080						2	5	5												需求人物等级	9999										60		60080		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200317	1	1401	10	王者大剑-桃毛兽王		竞技场	60080						2	5	5												需求人物等级	9999										60		60080		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200318	1	1401	10	全能片手-桃毛兽王		竞技场	60080						2	5	5												需求人物等级	9999										60		60080		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200319	1	1401	10	弓箭桃毛兽王		竞技场	60080						2	5	5												需求人物等级	9999										60		60080		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200320	1	1401	10	粉碎之锤-桃毛兽王		竞技场	60080						2	5	5												需求人物等级	9999										60		60080		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200321	1	1401	10	喧嚣弩炮-桃毛兽王		竞技场	60080						2	5	5												需求人物等级	9999										60		60080		10			0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200322	1	1401	10	最强的战力		竞技场	0						2	5	5												需求人物等级	9999										60		60011		10			1	1	1	1	0.2	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200323	1	1401	10	来自珍兽的挑战		竞技场	0						2	5	5												需求人物等级	9999										60		60080		10			1	1	1	1	0.2	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200324	1	1401	10	致命之毒		竞技场	0						2	5	5												需求人物等级	9999										60		60070		10			1	1	1	1	0.2	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200325	1	1401	10	喧哗二重奏		竞技场	0						2	5	5												需求人物等级	9999										60		60080;60011		10			1	1	1	1	0.4	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200326	1	1401	10	猛毒与野兽		竞技场	0						2	5	5												需求人物等级	9999										60		60080;60070		10			1	1	1	1	0.4	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200327	1	1401	10	潜伏暗影的恐怖		竞技场	0						2	5	5												需求人物等级	9999										60		60070;60011		10			1	1	1	1	0.4	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
200328	1	1401	10	不协调作战方案		竞技场	0						2	5	5												需求人物等级	9999										60		60080;60050		10			1	1	1	1	0.4	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0					15	35	15	35	25	175				
