#TSV
#============Begin of sheet============
@Sheet=激活条件组
激活条件组ID	激活条件集ID	相对概率
28	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>28</Id>\n  <Name>一起吃5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>28</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
29	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>29</Id>\n  <Name>一起吃6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>28</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
30	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>30</Id>\n  <Name>一起吃7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>28</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
31	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>31</Id>\n  <Name>一起吃8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>28</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
32	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>32</Id>\n  <Name>回复力5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>11</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
33	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>33</Id>\n  <Name>回复力6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>11</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
34	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>34</Id>\n  <Name>回复力7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>11</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
35	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>35</Id>\n  <Name>回复力8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>11</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
36	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>36</Id>\n  <Name>水属性攻击5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>13</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
37	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>37</Id>\n  <Name>水属性攻击6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>13</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
38	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>38</Id>\n  <Name>水属性攻击7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>13</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
39	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>39</Id>\n  <Name>水属性攻击8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>13</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
40	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>40</Id>\n  <Name>火属性攻击5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>14</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
41	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>41</Id>\n  <Name>火属性攻击6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>14</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
42	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>42</Id>\n  <Name>火属性攻击7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>14</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
43	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>43</Id>\n  <Name>火属性攻击8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>14</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
44	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>44</Id>\n  <Name>雷属性攻击5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>15</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
45	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>45</Id>\n  <Name>雷属性攻击6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>15</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
46	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>46</Id>\n  <Name>雷属性攻击7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>15</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
47	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>47</Id>\n  <Name>雷属性攻击8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>15</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
48	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>48</Id>\n  <Name>龙属性攻击5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>16</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
49	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>49</Id>\n  <Name>龙属性攻击6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>16</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
50	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>50</Id>\n  <Name>龙属性攻击7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>16</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
51	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>51</Id>\n  <Name>龙属性攻击8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>16</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
52	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>52</Id>\n  <Name>冰属性攻击5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>17</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
53	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>53</Id>\n  <Name>冰属性攻击6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>17</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
54	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>54</Id>\n  <Name>冰属性攻击7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>17</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
55	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>55</Id>\n  <Name>冰属性攻击8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>17</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
56	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>56</Id>\n  <Name>麻痹抵抗5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>18</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
57	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>57</Id>\n  <Name>麻痹抵抗6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>18</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
58	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>58</Id>\n  <Name>麻痹抵抗7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>18</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
59	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>59</Id>\n  <Name>麻痹抵抗8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>18</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
60	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>60</Id>\n  <Name>睡眠耐性5</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>20</SkillGroup>\n      <Point>5</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
61	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>61</Id>\n  <Name>睡眠耐性6</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>20</SkillGroup>\n      <Point>6</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
62	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>62</Id>\n  <Name>睡眠耐性7</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>20</SkillGroup>\n      <Point>7</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
63	"<Obj Id=\"EquipRandPassiveSkillActivateSetDef\">\n  <Id>63</Id>\n  <Name>睡眠耐性8</Name>\n  <Note/>\n  <ActivateChecks>\n    <Obj Id=\"EquipSkillPointCheckDef\">\n      <SkillGroup>20</SkillGroup>\n      <Point>8</Point>\n    </Obj>\n    <Obj Id=\"EquipFoundTimesCheckDef\">\n      <FoundTimes>20</FoundTimes>\n    </Obj>\n  </ActivateChecks>\n</Obj>"
